time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_11_22_17_14_40.9,1,0,304,2019_11_22_17_21_57.085,0,0,0,2019_11_22_17_29_12.687,0,0,0,2019_11_22_17_36_24.305,0,0,0,2019_11_22_17_43_34.387,0,0,0,2019_11_22_17_50_44.604,1,0,546
2019_11_22_17_14_43.951,1,0,357,2019_11_22_17_22_0.119,1,0,923,2019_11_22_17_29_15.721,0,0,0,2019_11_22_17_36_27.339,0,0,0,2019_11_22_17_43_37.422,0,0,0,2019_11_22_17_50_47.656,1,1,279
2019_11_22_17_14_47.002,1,0,281,2019_11_22_17_22_3.17,0,0,0,2019_11_22_17_29_18.756,0,0,0,2019_11_22_17_36_30.373,1,1,700,2019_11_22_17_43_40.456,0,0,0,2019_11_22_17_50_50.707,1,0,284
2019_11_22_17_14_50.054,1,0,143,2019_11_22_17_22_6.205,0,0,0,2019_11_22_17_29_21.79,1,0,644,2019_11_22_17_36_33.424,1,0,657,2019_11_22_17_43_43.491,0,0,0,2019_11_22_17_50_53.757,1,0,385
2019_11_22_17_14_53.106,1,0,226,2019_11_22_17_22_9.239,1,1,539,2019_11_22_17_29_24.841,0,0,0,2019_11_22_17_36_36.475,0,0,0,2019_11_22_17_43_46.525,0,0,0,2019_11_22_17_50_56.808,1,0,278
2019_11_22_17_14_56.155,1,0,169,2019_11_22_17_22_12.29,0,0,0,2019_11_22_17_29_27.875,0,0,0,2019_11_22_17_36_39.509,0,0,0,2019_11_22_17_43_49.559,1,0,841,2019_11_22_17_50_59.859,1,0,315
2019_11_22_17_14_59.205,1,0,238,2019_11_22_17_22_15.324,0,0,0,2019_11_22_17_29_30.909,0,0,0,2019_11_22_17_36_42.543,0,0,0,2019_11_22_17_43_52.61,0,0,0,2019_11_22_17_51_2.91,1,0,272
2019_11_22_17_15_2.256,1,0,35,2019_11_22_17_22_18.358,0,0,0,2019_11_22_17_29_33.944,1,1,666,2019_11_22_17_36_45.578,0,0,0,2019_11_22_17_43_55.644,1,1,707,2019_11_22_17_51_5.961,1,0,245
2019_11_22_17_15_5.307,1,1,216,2019_11_22_17_22_21.393,1,1,1234,2019_11_22_17_29_36.995,0,0,0,2019_11_22_17_36_48.612,1,1,685,2019_11_22_17_43_58.695,0,0,0,2019_11_22_17_51_9.012,1,0,203
2019_11_22_17_15_8.342,1,0,270,2019_11_22_17_22_24.444,1,1,983,2019_11_22_17_29_40.028,1,1,533,2019_11_22_17_36_51.663,0,0,0,2019_11_22_17_44_1.73,1,1,606,2019_11_22_17_51_12.063,1,0,256
2019_11_22_17_15_11.393,1,0,243,2019_11_22_17_22_27.495,1,1,620,2019_11_22_17_29_43.08,1,1,906,2019_11_22_17_36_54.697,0,1,0,2019_11_22_17_44_4.781,0,0,0,2019_11_22_17_51_15.114,1,0,197
2019_11_22_17_15_14.443,1,0,152,2019_11_22_17_22_30.546,0,0,0,2019_11_22_17_29_46.131,0,0,0,2019_11_22_17_36_57.731,0,0,0,2019_11_22_17_44_7.815,1,1,569,2019_11_22_17_51_18.165,1,1,26
2019_11_22_17_15_17.478,1,0,253,2019_11_22_17_22_33.58,0,0,0,2019_11_22_17_29_49.165,0,0,0,2019_11_22_17_37_0.766,0,0,0,2019_11_22_17_44_10.866,0,0,0,2019_11_22_17_51_21.216,1,0,47
2019_11_22_17_15_20.512,1,0,275,2019_11_22_17_22_36.614,0,0,0,2019_11_22_17_29_52.199,1,0,522,2019_11_22_17_37_3.8,0,0,0,2019_11_22_17_44_13.9,0,0,0,2019_11_22_17_51_24.267,1,0,84
2019_11_22_17_15_23.563,1,1,312,2019_11_22_17_22_39.648,0,0,0,2019_11_22_17_29_55.25,1,0,479,2019_11_22_17_37_6.834,1,1,846,2019_11_22_17_44_16.934,0,0,0,2019_11_22_17_51_27.318,1,0,137
2019_11_22_17_15_26.597,1,0,174,2019_11_22_17_22_42.683,0,0,0,2019_11_22_17_29_58.301,0,0,0,2019_11_22_17_37_9.885,1,1,675,2019_11_22_17_44_19.969,0,0,0,2019_11_22_17_51_30.369,1,0,158
2019_11_22_17_15_29.648,1,0,163,2019_11_22_17_22_45.717,0,0,0,2019_11_22_17_30_1.335,1,1,570,2019_11_22_17_37_12.936,0,0,0,2019_11_22_17_44_23.003,1,1,533,2019_11_22_17_51_33.42,1,0,3
2019_11_22_17_15_32.683,1,0,281,2019_11_22_17_22_48.751,0,0,0,2019_11_22_17_30_4.386,1,1,543,2019_11_22_17_37_15.97,1,1,430,2019_11_22_17_44_26.054,0,0,0,2019_11_22_17_51_36.471,1,1,1
2019_11_22_17_15_35.733,1,0,237,2019_11_22_17_22_51.785,0,0,0,2019_11_22_17_30_7.437,0,0,0,2019_11_22_17_37_19.021,0,0,0,2019_11_22_17_44_29.088,1,1,1376,2019_11_22_17_51_39.522,1,0,189
2019_11_22_17_15_38.784,1,0,131,2019_11_22_17_22_54.82,0,0,0,2019_11_22_17_30_10.472,0,0,0,2019_11_22_17_37_22.056,0,0,0,2019_11_22_17_44_32.139,0,0,0,2019_11_22_17_51_42.573,1,0,194
2019_11_22_17_15_41.835,1,0,88,2019_11_22_17_22_57.854,1,0,788,2019_11_22_17_30_13.506,0,0,0,2019_11_22_17_37_25.09,0,0,0,2019_11_22_17_44_35.173,0,0,0,2019_11_22_17_51_45.624,1,0,167
2019_11_22_17_15_44.886,1,0,157,2019_11_22_17_23_0.905,0,0,0,2019_11_22_17_30_16.54,1,1,709,2019_11_22_17_37_28.124,0,0,0,2019_11_22_17_44_38.207,0,0,0,2019_11_22_17_51_48.675,1,0,92
2019_11_22_17_15_47.921,1,1,195,2019_11_22_17_23_3.939,0,0,0,2019_11_22_17_30_19.591,0,0,0,2019_11_22_17_37_31.158,0,0,0,2019_11_22_17_44_41.242,0,0,0,2019_11_22_17_51_51.725,1,0,161
2019_11_22_17_15_50.972,1,0,136,2019_11_22_17_23_6.973,0,0,0,2019_11_22_17_30_22.625,1,0,752,2019_11_22_17_37_34.193,0,0,0,2019_11_22_17_44_44.276,1,0,1115,2019_11_22_17_51_54.776,1,0,134
2019_11_22_17_15_54.022,1,0,189,2019_11_22_17_23_10.008,0,0,0,2019_11_22_17_30_25.676,0,0,0,2019_11_22_17_37_37.227,0,0,0,2019_11_22_17_44_47.327,0,0,0,2019_11_22_17_51_57.827,1,0,107
2019_11_22_17_15_57.073,1,1,258,2019_11_22_17_23_13.042,0,0,0,2019_11_22_17_30_28.711,0,0,0,2019_11_22_17_37_40.261,0,0,0,2019_11_22_17_44_50.361,0,0,0,2019_11_22_17_52_0.878,1,1,96
2019_11_22_17_16_0.124,1,0,231,2019_11_22_17_23_16.076,0,0,0,2019_11_22_17_30_31.745,0,0,0,2019_11_22_17_37_43.295,0,0,0,2019_11_22_17_44_53.396,1,1,716,2019_11_22_17_52_3.929,1,0,85
2019_11_22_17_16_3.176,1,0,316,2019_11_22_17_23_19.11,0,0,0,2019_11_22_17_30_34.779,1,0,662,2019_11_22_17_37_46.33,0,0,0,2019_11_22_17_44_56.447,0,0,0,2019_11_22_17_52_6.98,1,0,218
2019_11_22_17_16_6.21,1,0,226,2019_11_22_17_23_22.145,1,1,785,2019_11_22_17_30_37.83,1,1,923,2019_11_22_17_37_49.364,0,0,0,2019_11_22_17_44_59.481,0,0,0,2019_11_22_17_52_10.031,1,1,207
