time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_9_25_16_44_15.097,1,0,789,2019_9_25_16_51_40.491,0,0,0,2019_9_25_16_58_51.285,0,0,0,2019_9_25_17_6_9.583,0,0,0,2019_9_25_17_13_20.194,0,0,0,2019_9_25_17_20_31.305,1,0,558
2019_9_25_16_44_18.131,1,0,362,2019_9_25_16_51_43.525,0,0,0,2019_9_25_16_58_54.32,0,0,0,2019_9_25_17_6_12.617,0,0,0,2019_9_25_17_13_23.228,0,0,0,2019_9_25_17_20_34.356,1,1,483
2019_9_25_16_44_21.165,1,0,384,2019_9_25_16_51_46.559,0,0,0,2019_9_25_16_58_57.354,0,0,0,2019_9_25_17_6_15.651,1,1,786,2019_9_25_17_13_26.262,0,0,0,2019_9_25_17_20_37.391,1,0,377
2019_9_25_16_44_24.199,1,0,614,2019_9_25_16_51_49.594,0,0,0,2019_9_25_16_59_0.388,0,0,0,2019_9_25_17_6_18.685,0,0,0,2019_9_25_17_13_29.297,0,0,0,2019_9_25_17_20_40.425,1,0,511
2019_9_25_16_44_27.236,1,0,346,2019_9_25_16_51_52.628,1,1,766,2019_9_25_16_59_3.423,0,0,0,2019_9_25_17_6_21.72,0,0,0,2019_9_25_17_13_32.331,0,0,0,2019_9_25_17_20_43.459,1,0,388
2019_9_25_16_44_30.267,1,0,817,2019_9_25_16_51_55.662,0,0,0,2019_9_25_16_59_6.457,0,0,0,2019_9_25_17_6_24.754,0,0,0,2019_9_25_17_13_35.365,0,0,0,2019_9_25_17_20_46.493,1,0,314
2019_9_25_16_44_33.302,1,0,439,2019_9_25_16_51_58.696,0,0,0,2019_9_25_16_59_9.491,0,0,0,2019_9_25_17_6_27.788,0,0,0,2019_9_25_17_13_38.399,0,0,0,2019_9_25_17_20_49.527,1,0,544
2019_9_25_16_44_36.336,1,0,237,2019_9_25_16_52_1.731,0,0,0,2019_9_25_16_59_12.525,1,1,1134,2019_9_25_17_6_30.822,0,0,0,2019_9_25_17_13_41.434,1,1,804,2019_9_25_17_20_52.562,1,0,582
2019_9_25_16_44_39.37,1,1,371,2019_9_25_16_52_4.765,1,1,613,2019_9_25_16_59_15.56,0,0,0,2019_9_25_17_6_33.856,1,1,804,2019_9_25_17_13_44.468,0,0,0,2019_9_25_17_20_55.629,1,0,682
2019_9_25_16_44_42.404,1,0,440,2019_9_25_16_52_7.799,1,1,1082,2019_9_25_16_59_18.594,1,1,825,2019_9_25_17_6_36.891,0,0,0,2019_9_25_17_13_47.502,1,1,528,2019_9_25_17_20_58.664,1,0,560
2019_9_25_16_44_45.439,1,0,366,2019_9_25_16_52_10.833,1,1,912,2019_9_25_16_59_21.628,1,1,559,2019_9_25_17_6_39.925,1,1,943,2019_9_25_17_13_50.536,0,0,0,2019_9_25_17_21_1.698,1,0,1077
2019_9_25_16_44_48.473,1,0,228,2019_9_25_16_52_13.868,0,0,0,2019_9_25_16_59_24.662,0,0,0,2019_9_25_17_6_42.976,0,0,0,2019_9_25_17_13_53.57,1,1,747,2019_9_25_17_21_4.732,1,1,443
2019_9_25_16_44_51.507,1,0,281,2019_9_25_16_52_16.902,0,0,0,2019_9_25_16_59_27.696,0,0,0,2019_9_25_17_6_46.01,0,0,0,2019_9_25_17_13_56.605,0,0,0,2019_9_25_17_21_7.766,1,0,401
2019_9_25_16_44_54.541,1,0,319,2019_9_25_16_52_19.936,0,0,0,2019_9_25_16_59_30.731,0,0,0,2019_9_25_17_6_49.044,0,0,0,2019_9_25_17_13_59.639,0,0,0,2019_9_25_17_21_10.8,1,0,343
2019_9_25_16_44_57.576,1,1,325,2019_9_25_16_52_22.97,0,0,0,2019_9_25_16_59_33.765,0,0,0,2019_9_25_17_6_52.079,1,1,694,2019_9_25_17_14_2.673,0,0,0,2019_9_25_17_21_13.835,1,0,812
2019_9_25_16_45_0.61,1,0,331,2019_9_25_16_52_26.004,0,0,0,2019_9_25_16_59_36.799,0,0,0,2019_9_25_17_6_55.113,1,1,747,2019_9_25_17_14_5.707,0,0,0,2019_9_25_17_21_16.869,1,0,418
2019_9_25_16_45_3.644,1,0,368,2019_9_25_16_52_29.039,0,0,0,2019_9_25_16_59_39.833,0,1,0,2019_9_25_17_6_58.147,0,0,0,2019_9_25_17_14_8.742,1,1,536,2019_9_25_17_21_19.903,1,0,344
2019_9_25_16_45_6.678,1,0,374,2019_9_25_16_52_32.073,0,0,0,2019_9_25_16_59_42.868,1,1,1207,2019_9_25_17_7_1.181,1,1,855,2019_9_25_17_14_11.776,0,0,0,2019_9_25_17_21_22.937,1,1,366
2019_9_25_16_45_9.712,1,0,876,2019_9_25_16_52_35.107,0,0,0,2019_9_25_16_59_45.902,0,0,0,2019_9_25_17_7_4.215,0,0,0,2019_9_25_17_14_14.81,1,1,563,2019_9_25_17_21_25.972,1,0,387
2019_9_25_16_45_12.746,1,0,514,2019_9_25_16_52_38.141,0,0,0,2019_9_25_16_59_48.936,0,0,0,2019_9_25_17_7_7.25,0,0,0,2019_9_25_17_14_17.844,0,0,0,2019_9_25_17_21_29.006,1,0,553
2019_9_25_16_45_15.78,1,0,311,2019_9_25_16_52_41.176,0,0,0,2019_9_25_16_59_51.97,0,0,0,2019_9_25_17_7_10.284,0,0,0,2019_9_25_17_14_20.879,0,0,0,2019_9_25_17_21_32.04,1,0,735
2019_9_25_16_45_18.814,1,0,397,2019_9_25_16_52_44.21,0,0,0,2019_9_25_16_59_55.005,1,1,590,2019_9_25_17_7_13.318,0,0,0,2019_9_25_17_14_23.913,0,0,0,2019_9_25_17_21_35.074,1,0,884
2019_9_25_16_45_21.849,1,1,403,2019_9_25_16_52_47.244,0,0,0,2019_9_25_16_59_58.039,0,0,0,2019_9_25_17_7_16.352,0,0,0,2019_9_25_17_14_26.947,0,0,0,2019_9_25_17_21_38.109,1,0,618
2019_9_25_16_45_24.883,1,0,440,2019_9_25_16_52_50.278,0,0,0,2019_9_25_17_0_1.073,1,0,1257,2019_9_25_17_7_19.387,0,0,0,2019_9_25_17_14_29.981,0,0,0,2019_9_25_17_21_41.143,1,0,672
2019_9_25_16_45_27.917,1,0,686,2019_9_25_16_52_53.313,0,0,0,2019_9_25_17_0_4.107,0,0,0,2019_9_25_17_7_22.421,0,0,0,2019_9_25_17_14_33.016,0,0,0,2019_9_25_17_21_44.177,1,0,342
2019_9_25_16_45_30.951,1,1,436,2019_9_25_16_52_56.347,0,0,0,2019_9_25_17_0_7.142,0,0,0,2019_9_25_17_7_25.455,0,0,0,2019_9_25_17_14_36.05,0,0,0,2019_9_25_17_21_47.211,1,1,315
2019_9_25_16_45_33.985,1,0,345,2019_9_25_16_52_59.381,0,0,0,2019_9_25_17_0_10.176,0,0,0,2019_9_25_17_7_28.489,0,0,0,2019_9_25_17_14_39.084,1,1,497,2019_9_25_17_21_50.279,1,0,336
2019_9_25_16_45_37.02,1,0,319,2019_9_25_16_53_2.415,0,0,0,2019_9_25_17_0_13.21,0,0,0,2019_9_25_17_7_31.524,0,0,0,2019_9_25_17_14_42.118,0,0,0,2019_9_25_17_21_53.346,1,0,276
2019_9_25_16_45_40.054,1,0,293,2019_9_25_16_53_5.45,1,1,1015,2019_9_25_17_0_16.244,1,1,726,2019_9_25_17_7_34.558,0,0,0,2019_9_25_17_14_45.152,0,0,0,2019_9_25_17_21_56.381,1,1,714
2019_9_25_16_45_43.088,1,0,570,2019_9_25_16_53_8.484,0,0,0,2019_9_25_17_0_19.278,0,0,0,2019_9_25_17_7_37.592,1,1,635,2019_9_25_17_14_48.187,0,0,0,2019_9_25_17_21_59.415,1,1,431
2019_9_25_16_45_46.122,1,1,368,2019_9_25_16_53_11.518,0,0,0,2019_9_25_17_0_22.313,0,0,0,2019_9_25_17_7_40.626,0,0,0,2019_9_25_17_14_51.221,0,0,0,2019_9_25_17_22_2.449,1,0,277
2019_9_25_16_45_49.156,1,0,550,2019_9_25_16_53_14.552,0,0,0,2019_9_25_17_0_25.347,1,1,935,2019_9_25_17_7_43.661,0,0,0,2019_9_25_17_14_54.255,0,0,0,2019_9_25_17_22_5.483,1,1,283
2019_9_25_16_45_52.19,1,0,348,2019_9_25_16_53_17.586,0,0,0,2019_9_25_17_0_28.381,0,0,0,2019_9_25_17_7_46.695,0,0,0,2019_9_25_17_14_57.289,0,0,0,2019_9_25_17_22_8.518,1,0,337
2019_9_25_16_45_55.225,1,0,258,2019_9_25_16_53_20.621,0,0,0,2019_9_25_17_0_31.415,0,0,0,2019_9_25_17_7_49.729,0,0,0,2019_9_25_17_15_0.324,1,1,665,2019_9_25_17_22_11.552,1,1,566
2019_9_25_16_45_58.259,1,1,343,2019_9_25_16_53_23.655,0,0,0,2019_9_25_17_0_34.45,0,0,0,2019_9_25_17_7_52.763,0,0,0,2019_9_25_17_15_3.358,0,0,0,2019_9_25_17_22_14.586,1,0,716
2019_9_25_16_46_1.293,1,0,365,2019_9_25_16_53_26.689,0,0,0,2019_9_25_17_0_37.484,0,0,0,2019_9_25_17_7_55.797,0,0,0,2019_9_25_17_15_6.392,1,1,548,2019_9_25_17_22_17.62,1,0,418
2019_9_25_16_46_4.327,1,0,323,2019_9_25_16_53_29.723,1,1,613,2019_9_25_17_0_40.518,0,0,0,2019_9_25_17_7_58.832,0,1,0,2019_9_25_17_15_9.426,0,0,0,2019_9_25_17_22_20.655,1,1,631
2019_9_25_16_46_7.361,1,0,360,2019_9_25_16_53_32.758,0,0,0,2019_9_25_17_0_43.552,0,0,0,2019_9_25_17_8_1.866,0,0,0,2019_9_25_17_15_12.461,0,0,0,2019_9_25_17_22_23.689,1,0,461
2019_9_25_16_46_10.395,1,0,302,2019_9_25_16_53_35.792,0,0,0,2019_9_25_17_0_46.587,0,0,0,2019_9_25_17_8_4.9,1,1,559,2019_9_25_17_15_15.495,1,1,678,2019_9_25_17_22_26.723,1,1,323
2019_9_25_16_46_13.43,1,1,244,2019_9_25_16_53_38.826,0,0,0,2019_9_25_17_0_49.621,0,0,0,2019_9_25_17_8_7.934,0,0,0,2019_9_25_17_15_18.529,1,1,1019,2019_9_25_17_22_29.757,1,0,329
2019_9_25_16_46_16.464,1,1,265,2019_9_25_16_53_41.86,0,0,0,2019_9_25_17_0_52.655,1,1,538,2019_9_25_17_8_10.969,0,0,0,2019_9_25_17_15_21.563,0,0,0,2019_9_25_17_22_32.792,1,0,494
2019_9_25_16_46_19.498,1,0,399,2019_9_25_16_53_44.894,0,0,0,2019_9_25_17_0_55.689,1,1,672,2019_9_25_17_8_14.003,0,0,0,2019_9_25_17_15_24.598,0,0,0,2019_9_25_17_22_35.826,1,0,580
2019_9_25_16_46_22.532,1,0,389,2019_9_25_16_53_47.929,0,0,0,2019_9_25_17_0_58.724,0,0,0,2019_9_25_17_8_17.037,0,0,0,2019_9_25_17_15_27.632,1,1,460,2019_9_25_17_22_38.877,1,0,281
2019_9_25_16_46_25.566,1,0,411,2019_9_25_16_53_50.963,0,0,0,2019_9_25_17_1_1.758,0,0,0,2019_9_25_17_8_20.071,0,0,0,2019_9_25_17_15_30.666,0,0,0,2019_9_25_17_22_41.944,1,1,334
2019_9_25_16_46_28.601,1,1,417,2019_9_25_16_53_53.997,1,1,1299,2019_9_25_17_1_4.792,0,0,0,2019_9_25_17_8_23.106,0,0,0,2019_9_25_17_15_33.7,0,0,0,2019_9_25_17_22_44.979,1,0,579
2019_9_25_16_46_31.635,1,0,694,2019_9_25_16_53_57.032,1,1,984,2019_9_25_17_1_7.826,0,0,0,2019_9_25_17_8_26.14,0,0,0,2019_9_25_17_15_36.734,1,1,430,2019_9_25_17_22_48.013,1,0,489
2019_9_25_16_46_34.669,1,0,492,2019_9_25_16_54_0.065,1,1,894,2019_9_25_17_1_10.86,0,0,0,2019_9_25_17_8_29.174,0,0,0,2019_9_25_17_15_39.769,0,0,0,2019_9_25_17_22_51.047,1,0,383
2019_9_25_16_46_37.703,1,0,322,2019_9_25_16_54_3.1,1,1,916,2019_9_25_17_1_13.895,0,0,0,2019_9_25_17_8_32.208,0,0,0,2019_9_25_17_15_42.803,0,0,0,2019_9_25_17_22_54.081,1,0,308
2019_9_25_16_46_40.737,1,0,311,2019_9_25_16_54_6.134,0,0,0,2019_9_25_17_1_16.929,1,1,920,2019_9_25_17_8_35.243,0,0,0,2019_9_25_17_15_45.837,0,0,0,2019_9_25_17_22_57.116,1,0,282
2019_9_25_16_46_43.771,1,0,301,2019_9_25_16_54_9.168,1,1,607,2019_9_25_17_1_19.963,0,0,0,2019_9_25_17_8_38.277,1,1,814,2019_9_25_17_15_48.871,1,1,596,2019_9_25_17_23_0.15,1,0,736
2019_9_25_16_46_46.805,1,0,531,2019_9_25_16_54_12.203,0,0,0,2019_9_25_17_1_22.997,0,0,0,2019_9_25_17_8_41.311,1,1,835,2019_9_25_17_15_51.906,1,1,1354,2019_9_25_17_23_3.218,1,0,292
2019_9_25_16_46_49.84,1,1,296,2019_9_25_16_54_15.237,0,0,0,2019_9_25_17_1_26.032,1,1,1833,2019_9_25_17_8_44.345,0,0,0,2019_9_25_17_15_54.94,0,0,0,2019_9_25_17_23_6.252,1,1,666
2019_9_25_16_46_52.874,1,1,526,2019_9_25_16_54_18.271,0,0,0,2019_9_25_17_1_29.066,0,0,0,2019_9_25_17_8_47.379,0,0,0,2019_9_25_17_15_57.974,1,1,806,2019_9_25_17_23_9.319,1,0,990
2019_9_25_16_46_55.908,1,0,788,2019_9_25_16_54_21.305,0,0,0,2019_9_25_17_1_32.1,0,0,0,2019_9_25_17_8_50.414,0,0,0,2019_9_25_17_16_1.008,0,0,0,2019_9_25_17_23_12.354,1,1,340
2019_9_25_16_46_58.942,1,0,297,2019_9_25_16_54_24.34,0,0,0,2019_9_25_17_1_35.134,0,0,0,2019_9_25_17_8_53.448,0,0,0,2019_9_25_17_16_4.043,0,0,0,2019_9_25_17_23_15.388,1,0,394
2019_9_25_16_47_1.977,1,0,575,2019_9_25_16_54_27.374,1,1,658,2019_9_25_17_1_38.169,0,0,0,2019_9_25_17_8_56.482,0,0,0,2019_9_25_17_16_7.077,0,0,0,2019_9_25_17_23_18.456,1,0,270
2019_9_25_16_47_5.01,1,0,821,2019_9_25_16_54_30.408,0,0,0,2019_9_25_17_1_41.203,0,0,0,2019_9_25_17_8_59.516,1,1,838,2019_9_25_17_16_10.111,0,0,0,2019_9_25_17_23_21.49,1,1,388
2019_9_25_16_47_8.045,1,0,411,2019_9_25_16_54_33.442,1,1,685,2019_9_25_17_1_44.237,0,0,0,2019_9_25_17_9_2.567,0,0,0,2019_9_25_17_16_13.145,0,0,0,2019_9_25_17_23_24.541,1,1,377
2019_9_25_16_47_11.079,1,1,289,2019_9_25_16_54_36.477,0,0,0,2019_9_25_17_1_47.271,0,0,0,2019_9_25_17_9_5.602,0,0,0,2019_9_25_17_16_16.18,0,0,0,2019_9_25_17_23_27.609,1,0,0
2019_9_25_16_47_14.113,1,0,502,2019_9_25_16_54_39.511,0,0,0,2019_9_25_17_1_50.306,0,0,0,2019_9_25_17_9_8.636,0,0,0,2019_9_25_17_16_19.214,0,0,0,2019_9_25_17_23_30.676,1,0,306
2019_9_25_16_47_17.147,1,0,428,2019_9_25_16_54_42.545,0,0,0,2019_9_25_17_1_53.34,1,1,509,2019_9_25_17_9_11.67,1,1,636,2019_9_25_17_16_22.248,0,0,0,2019_9_25_17_23_33.71,1,0,263
2019_9_25_16_47_20.181,1,0,466,2019_9_25_16_54_45.579,1,1,852,2019_9_25_17_1_56.374,0,0,0,2019_9_25_17_9_14.704,0,0,0,2019_9_25_17_16_25.282,1,1,425,2019_9_25_17_23_36.744,1,0,317
2019_9_25_16_47_23.215,1,1,407,2019_9_25_16_54_48.613,0,0,0,2019_9_25_17_1_59.408,0,0,0,2019_9_25_17_9_17.738,0,0,0,2019_9_25_17_16_28.316,0,0,0,2019_9_25_17_23_39.779,1,0,483
2019_9_25_16_47_26.25,1,1,397,2019_9_25_16_54_51.648,0,1,0,2019_9_25_17_2_2.442,1,1,622,2019_9_25_17_9_20.773,0,0,0,2019_9_25_17_16_31.351,0,0,0,2019_9_25_17_23_42.813,1,0,408
2019_9_25_16_47_29.284,1,0,355,2019_9_25_16_54_54.682,0,0,0,2019_9_25_17_2_5.477,0,0,0,2019_9_25_17_9_23.807,0,0,0,2019_9_25_17_16_34.385,0,0,0,2019_9_25_17_23_45.847,1,1,638
2019_9_25_16_47_32.318,1,0,569,2019_9_25_16_54_57.716,1,1,523,2019_9_25_17_2_8.511,0,0,0,2019_9_25_17_9_26.841,1,1,617,2019_9_25_17_16_37.419,0,0,0,2019_9_25_17_23_48.882,1,0,324
2019_9_25_16_47_35.352,1,0,558,2019_9_25_16_55_0.75,0,0,0,2019_9_25_17_2_11.545,0,0,0,2019_9_25_17_9_29.875,1,1,1102,2019_9_25_17_16_40.453,0,0,0,2019_9_25_17_23_51.916,1,0,298
2019_9_25_16_47_38.386,1,0,340,2019_9_25_16_55_3.785,0,0,0,2019_9_25_17_2_14.579,0,0,0,2019_9_25_17_9_32.91,1,1,452,2019_9_25_17_16_43.488,0,0,0,2019_9_25_17_23_54.95,1,0,287
2019_9_25_16_47_41.421,1,1,538,2019_9_25_16_55_6.819,1,1,748,2019_9_25_17_2_17.614,1,1,379,2019_9_25_17_9_35.944,0,0,0,2019_9_25_17_16_46.522,0,0,0,2019_9_25_17_23_58.018,1,0,308
2019_9_25_16_47_44.455,1,0,687,2019_9_25_16_55_9.853,1,1,994,2019_9_25_17_2_20.648,1,1,976,2019_9_25_17_9_38.978,0,0,0,2019_9_25_17_16_49.556,1,1,1063,2019_9_25_17_24_1.052,1,0,729
2019_9_25_16_47_47.489,1,1,485,2019_9_25_16_55_12.887,0,0,0,2019_9_25_17_2_23.682,1,1,1238,2019_9_25_17_9_42.012,0,0,0,2019_9_25_17_16_52.59,0,0,0,2019_9_25_17_24_4.086,1,1,1279
2019_9_25_16_47_50.523,1,0,347,2019_9_25_16_55_15.922,1,1,605,2019_9_25_17_2_26.716,1,1,1036,2019_9_25_17_9_45.047,1,1,1035,2019_9_25_17_16_55.625,1,1,626,2019_9_25_17_24_7.12,1,0,293
2019_9_25_16_47_53.557,1,1,385,2019_9_25_16_55_18.956,0,0,0,2019_9_25_17_2_29.751,0,0,0,2019_9_25_17_9_48.081,0,0,0,2019_9_25_17_16_58.659,1,1,824,2019_9_25_17_24_10.155,1,0,251
2019_9_25_16_47_56.591,1,0,790,2019_9_25_16_55_21.99,1,1,1048,2019_9_25_17_2_32.785,0,1,0,2019_9_25_17_9_51.115,0,0,0,2019_9_25_17_17_1.693,0,0,0,2019_9_25_17_24_13.189,1,0,288
2019_9_25_16_47_59.626,1,0,828,2019_9_25_16_55_25.024,0,0,0,2019_9_25_17_2_35.819,0,0,0,2019_9_25_17_9_54.149,0,0,0,2019_9_25_17_17_4.727,1,1,468,2019_9_25_17_24_16.223,1,1,326
2019_9_25_16_48_2.66,1,1,354,2019_9_25_16_55_28.059,1,1,548,2019_9_25_17_2_38.853,1,1,1763,2019_9_25_17_9_57.184,0,0,0,2019_9_25_17_17_7.762,1,1,505,2019_9_25_17_24_19.258,1,0,300
2019_9_25_16_48_5.694,1,0,455,2019_9_25_16_55_31.093,0,0,0,2019_9_25_17_2_41.888,0,0,0,2019_9_25_17_10_0.218,0,0,0,2019_9_25_17_17_10.813,0,0,0,2019_9_25_17_24_22.292,1,0,513
2019_9_25_16_48_8.728,1,0,381,2019_9_25_16_55_34.127,0,0,0,2019_9_25_17_2_44.922,0,1,0,2019_9_25_17_10_3.252,1,1,909,2019_9_25_17_17_13.847,0,0,0,2019_9_25_17_24_25.326,1,0,439
