time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_5_24_12_53_24.718,1,0,1378,2019_5_24_13_0_45.122,0,0,0,2019_5_24_13_8_2.192,0,0,0,2019_5_24_13_15_21.196,0,0,0,2019_5_24_13_22_34.281,0,0,0,2019_5_24_13_29_47.499,1,0,532
2019_5_24_12_53_27.753,1,0,407,2019_5_24_13_0_48.157,1,0,1435,2019_5_24_13_8_5.226,0,0,0,2019_5_24_13_15_24.23,0,0,0,2019_5_24_13_22_37.315,0,0,0,2019_5_24_13_29_50.533,1,1,282
2019_5_24_12_53_30.787,1,0,333,2019_5_24_13_0_51.191,0,0,0,2019_5_24_13_8_8.261,0,0,0,2019_5_24_13_15_27.264,1,1,663,2019_5_24_13_22_40.349,0,0,0,2019_5_24_13_29_53.568,1,0,255
2019_5_24_12_53_33.821,1,0,363,2019_5_24_13_0_54.225,0,0,0,2019_5_24_13_8_11.295,1,0,673,2019_5_24_13_15_30.298,1,0,981,2019_5_24_13_22_43.383,0,0,0,2019_5_24_13_29_56.602,1,0,325
2019_5_24_12_53_36.857,1,0,456,2019_5_24_13_0_57.26,1,1,708,2019_5_24_13_8_14.329,0,0,0,2019_5_24_13_15_33.333,0,0,0,2019_5_24_13_22_46.418,0,0,0,2019_5_24_13_29_59.636,1,0,291
2019_5_24_12_53_39.89,1,0,302,2019_5_24_13_1_0.294,0,0,0,2019_5_24_13_8_17.363,0,0,0,2019_5_24_13_15_36.367,0,0,0,2019_5_24_13_22_49.452,1,0,883,2019_5_24_13_30_2.67,1,0,377
2019_5_24_12_53_42.924,1,0,308,2019_5_24_13_1_3.328,0,0,0,2019_5_24_13_8_20.398,0,0,0,2019_5_24_13_15_39.401,0,0,0,2019_5_24_13_22_52.486,0,0,0,2019_5_24_13_30_5.705,1,0,310
2019_5_24_12_53_45.958,1,0,362,2019_5_24_13_1_6.362,0,0,0,2019_5_24_13_8_23.432,1,1,1144,2019_5_24_13_15_42.436,0,0,0,2019_5_24_13_22_55.521,1,1,727,2019_5_24_13_30_8.739,1,0,332
2019_5_24_12_53_48.993,1,1,312,2019_5_24_13_1_9.397,1,1,571,2019_5_24_13_8_26.467,0,0,0,2019_5_24_13_15_45.47,1,1,801,2019_5_24_13_22_58.555,0,0,0,2019_5_24_13_30_11.774,1,0,322
2019_5_24_12_53_52.027,1,0,437,2019_5_24_13_1_12.431,1,1,689,2019_5_24_13_8_29.501,1,1,867,2019_5_24_13_15_48.504,0,0,0,2019_5_24_13_23_1.589,1,1,754,2019_5_24_13_30_14.808,1,0,311
2019_5_24_12_53_55.062,1,0,259,2019_5_24_13_1_15.465,1,1,559,2019_5_24_13_8_32.535,1,1,713,2019_5_24_13_15_51.538,1,1,725,2019_5_24_13_23_4.623,0,0,0,2019_5_24_13_30_17.842,1,0,229
2019_5_24_12_53_58.096,1,0,361,2019_5_24_13_1_18.5,0,0,0,2019_5_24_13_8_35.569,0,0,0,2019_5_24_13_15_54.573,0,0,0,2019_5_24_13_23_7.658,1,1,661,2019_5_24_13_30_20.876,1,1,307
2019_5_24_12_54_1.13,1,0,310,2019_5_24_13_1_21.534,0,0,0,2019_5_24_13_8_38.604,0,0,0,2019_5_24_13_15_57.607,0,0,0,2019_5_24_13_23_10.692,0,0,0,2019_5_24_13_30_23.91,1,0,289
2019_5_24_12_54_4.164,1,0,268,2019_5_24_13_1_24.568,0,0,0,2019_5_24_13_8_41.638,1,0,594,2019_5_24_13_16_0.641,0,0,0,2019_5_24_13_23_13.726,0,0,0,2019_5_24_13_30_26.945,1,0,326
2019_5_24_12_54_7.198,1,1,274,2019_5_24_13_1_27.602,0,0,0,2019_5_24_13_8_44.672,1,0,864,2019_5_24_13_16_3.676,1,1,1596,2019_5_24_13_23_16.761,0,0,0,2019_5_24_13_30_29.979,1,0,260
2019_5_24_12_54_10.233,1,0,264,2019_5_24_13_1_30.637,0,0,0,2019_5_24_13_8_47.706,0,0,0,2019_5_24_13_16_6.71,1,1,809,2019_5_24_13_23_19.795,0,0,0,2019_5_24_13_30_33.013,1,0,298
2019_5_24_12_54_13.267,1,0,349,2019_5_24_13_1_33.671,0,0,0,2019_5_24_13_8_50.741,1,1,851,2019_5_24_13_16_9.744,0,0,0,2019_5_24_13_23_22.829,1,1,674,2019_5_24_13_30_36.047,1,0,400
2019_5_24_12_54_16.301,1,0,363,2019_5_24_13_1_36.705,0,0,0,2019_5_24_13_8_53.775,1,1,793,2019_5_24_13_16_12.779,1,1,733,2019_5_24_13_23_25.864,0,0,0,2019_5_24_13_30_39.082,1,1,325
2019_5_24_12_54_19.336,1,0,313,2019_5_24_13_1_39.739,0,0,0,2019_5_24_13_8_56.809,0,0,0,2019_5_24_13_16_15.813,0,0,0,2019_5_24_13_23_28.898,1,1,590,2019_5_24_13_30_42.116,1,0,659
2019_5_24_12_54_22.37,1,0,279,2019_5_24_13_1_42.774,0,0,0,2019_5_24_13_8_59.843,0,0,0,2019_5_24_13_16_18.847,0,0,0,2019_5_24_13_23_31.932,0,0,0,2019_5_24_13_30_45.15,1,0,273
2019_5_24_12_54_25.404,1,0,388,2019_5_24_13_1_45.808,1,0,688,2019_5_24_13_9_2.878,0,0,0,2019_5_24_13_16_21.881,0,0,0,2019_5_24_13_23_34.966,0,0,0,2019_5_24_13_30_48.185,1,0,254
2019_5_24_12_54_28.439,1,0,250,2019_5_24_13_1_48.842,0,0,0,2019_5_24_13_9_5.912,1,1,744,2019_5_24_13_16_24.915,0,0,0,2019_5_24_13_23_38,0,0,0,2019_5_24_13_30_51.219,1,0,236
2019_5_24_12_54_31.473,1,1,279,2019_5_24_13_1_51.877,0,0,0,2019_5_24_13_9_8.946,0,0,0,2019_5_24_13_16_27.95,0,0,0,2019_5_24_13_23_41.035,0,0,0,2019_5_24_13_30_54.253,1,0,242
2019_5_24_12_54_34.507,1,0,229,2019_5_24_13_1_54.911,0,0,0,2019_5_24_13_9_11.98,1,0,1107,2019_5_24_13_16_30.984,0,0,0,2019_5_24_13_23_44.069,1,0,962,2019_5_24_13_30_57.287,1,0,263
