time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_5_25_13_14_6.623,1,0,839,2019_5_25_13_21_22.609,0,0,0,2019_5_25_13_28_42.346,0,0,0,2019_5_25_13_35_54.381,0,0,0,2019_5_25_13_43_9.249,0,0,0,2019_5_25_13_50_18.9,1,0,680
2019_5_25_13_14_9.657,1,0,956,2019_5_25_13_21_25.643,0,0,0,2019_5_25_13_28_45.38,0,0,0,2019_5_25_13_35_57.415,0,0,0,2019_5_25_13_43_12.284,0,0,0,2019_5_25_13_50_22.001,1,1,395
2019_5_25_13_14_12.691,1,0,426,2019_5_25_13_21_28.677,0,0,0,2019_5_25_13_28_48.414,0,0,0,2019_5_25_13_36_0.449,1,1,1076,2019_5_25_13_43_15.318,0,0,0,2019_5_25_13_50_25.102,1,0,350
2019_5_25_13_14_15.726,1,0,392,2019_5_25_13_21_31.712,0,0,0,2019_5_25_13_28_51.449,0,0,0,2019_5_25_13_36_3.483,0,0,0,2019_5_25_13_43_18.352,0,0,0,2019_5_25_13_50_28.136,1,0,412
2019_5_25_13_14_18.762,1,0,725,2019_5_25_13_21_34.746,1,1,963,2019_5_25_13_28_54.483,0,0,0,2019_5_25_13_36_6.518,0,0,0,2019_5_25_13_43_21.387,0,0,0,2019_5_25_13_50_31.171,1,0,346
2019_5_25_13_14_21.794,1,0,467,2019_5_25_13_21_37.78,0,0,0,2019_5_25_13_28_57.517,0,0,0,2019_5_25_13_36_9.552,0,0,0,2019_5_25_13_43_24.421,0,0,0,2019_5_25_13_50_34.205,1,0,352
2019_5_25_13_14_24.829,1,0,561,2019_5_25_13_21_40.814,0,0,0,2019_5_25_13_29_0.552,0,0,0,2019_5_25_13_36_12.586,0,0,0,2019_5_25_13_43_27.455,0,0,0,2019_5_25_13_50_37.239,1,0,349
2019_5_25_13_14_27.863,1,0,319,2019_5_25_13_21_43.849,0,0,0,2019_5_25_13_29_3.586,1,1,1987,2019_5_25_13_36_15.621,0,0,0,2019_5_25_13_43_30.489,1,1,1419,2019_5_25_13_50_40.273,1,0,347
2019_5_25_13_14_30.897,1,1,269,2019_5_25_13_21_46.883,1,1,1402,2019_5_25_13_29_6.62,0,0,0,2019_5_25_13_36_18.655,1,1,1126,2019_5_25_13_43_33.524,1,0,1449,2019_5_25_13_50_43.308,1,0,305
2019_5_25_13_14_33.931,1,0,298,2019_5_25_13_21_49.917,1,1,872,2019_5_25_13_29_9.654,0,1,0,2019_5_25_13_36_21.689,0,0,0,2019_5_25_13_43_36.558,0,1,0,2019_5_25_13_50_46.342,1,0,294
2019_5_25_13_14_36.966,1,0,296,2019_5_25_13_21_52.952,1,1,1334,2019_5_25_13_29_12.689,0,1,0,2019_5_25_13_36_24.723,1,1,818,2019_5_25_13_43_39.592,1,0,164,2019_5_25_13_50_49.376,1,0,300
2019_5_25_13_14_40,1,0,302,2019_5_25_13_21_55.986,0,0,0,2019_5_25_13_29_15.723,0,0,0,2019_5_25_13_36_27.758,0,0,0,2019_5_25_13_43_42.627,0,1,0,2019_5_25_13_50_52.41,1,1,314
2019_5_25_13_14_43.034,1,0,267,2019_5_25_13_21_59.02,1,0,946,2019_5_25_13_29_18.757,0,0,0,2019_5_25_13_36_30.792,0,0,0,2019_5_25_13_43_45.661,0,0,0,2019_5_25_13_50_55.445,1,0,287
2019_5_25_13_14_46.068,1,0,409,2019_5_25_13_22_2.055,0,0,0,2019_5_25_13_29_21.791,0,0,0,2019_5_25_13_36_33.826,0,0,0,2019_5_25_13_43_48.695,0,0,0,2019_5_25_13_50_58.479,1,0,293
2019_5_25_13_14_49.103,1,1,295,2019_5_25_13_22_5.089,0,0,0,2019_5_25_13_29_24.826,0,0,0,2019_5_25_13_36_36.86,1,1,1032,2019_5_25_13_43_51.729,0,0,0,2019_5_25_13_51_1.513,1,0,419
2019_5_25_13_14_52.137,1,0,365,2019_5_25_13_22_8.123,0,0,0,2019_5_25_13_29_27.86,0,0,0,2019_5_25_13_36_39.895,1,1,982,2019_5_25_13_43_54.764,1,0,1465,2019_5_25_13_51_4.548,1,0,409
2019_5_25_13_14_55.171,1,0,226,2019_5_25_13_22_11.157,0,0,0,2019_5_25_13_29_30.894,1,1,1391,2019_5_25_13_36_42.929,0,0,0,2019_5_25_13_43_57.798,0,1,0,2019_5_25_13_51_7.582,1,0,382
2019_5_25_13_14_58.206,1,0,344,2019_5_25_13_22_14.192,0,0,0,2019_5_25_13_29_33.929,1,1,1285,2019_5_25_13_36_45.963,1,1,793,2019_5_25_13_44_0.832,0,0,0,2019_5_25_13_51_10.616,1,1,308
2019_5_25_13_15_1.24,1,0,294,2019_5_25_13_22_17.226,0,0,0,2019_5_25_13_29_36.963,0,0,0,2019_5_25_13_36_48.998,0,0,0,2019_5_25_13_44_3.866,1,1,1138,2019_5_25_13_51_13.65,1,0,362
2019_5_25_13_15_4.274,1,0,251,2019_5_25_13_22_20.26,0,0,0,2019_5_25_13_29_39.997,0,0,0,2019_5_25_13_36_52.032,0,0,0,2019_5_25_13_44_6.901,0,0,0,2019_5_25_13_51_16.685,1,0,367
2019_5_25_13_15_7.308,1,0,297,2019_5_25_13_22_23.294,0,0,0,2019_5_25_13_29_43.031,0,0,0,2019_5_25_13_36_55.066,0,0,0,2019_5_25_13_44_9.935,0,0,0,2019_5_25_13_51_19.719,1,0,349
2019_5_25_13_15_10.343,1,0,359,2019_5_25_13_22_26.329,0,0,0,2019_5_25_13_29_46.066,1,1,1491,2019_5_25_13_36_58.1,0,0,0,2019_5_25_13_44_12.969,0,0,0,2019_5_25_13_51_22.753,1,0,387
2019_5_25_13_15_13.377,1,1,365,2019_5_25_13_22_29.363,0,0,0,2019_5_25_13_29_49.1,0,0,0,2019_5_25_13_37_1.135,0,0,0,2019_5_25_13_44_16.004,0,0,0,2019_5_25_13_51_25.788,1,0,473
2019_5_25_13_15_16.411,1,0,387,2019_5_25_13_22_32.397,0,0,0,2019_5_25_13_29_52.134,1,0,1743,2019_5_25_13_37_4.169,0,0,0,2019_5_25_13_44_19.038,0,0,0,2019_5_25_13_51_28.822,1,0,358
2019_5_25_13_15_19.446,1,0,344,2019_5_25_13_22_35.431,0,0,0,2019_5_25_13_29_55.169,0,0,0,2019_5_25_13_37_7.203,0,0,0,2019_5_25_13_44_22.072,0,0,0,2019_5_25_13_51_31.856,1,0,388
2019_5_25_13_15_22.48,1,1,310,2019_5_25_13_22_38.466,0,0,0,2019_5_25_13_29_58.203,0,0,0,2019_5_25_13_37_10.237,0,0,0,2019_5_25_13_44_25.106,0,0,0,2019_5_25_13_51_34.89,1,1,434
2019_5_25_13_15_25.514,1,0,331,2019_5_25_13_22_41.5,0,0,0,2019_5_25_13_30_1.237,0,0,0,2019_5_25_13_37_13.271,0,0,0,2019_5_25_13_44_28.141,1,1,1296,2019_5_25_13_51_37.925,1,0,336
2019_5_25_13_15_28.548,1,0,305,2019_5_25_13_22_44.534,0,0,0,2019_5_25_13_30_4.271,0,0,0,2019_5_25_13_37_16.306,0,0,0,2019_5_25_13_44_31.175,0,0,0,2019_5_25_13_51_40.959,1,0,309
2019_5_25_13_15_31.583,1,0,351,2019_5_25_13_22_47.569,1,1,669,2019_5_25_13_30_7.306,0,1,0,2019_5_25_13_37_19.34,0,0,0,2019_5_25_13_44_34.209,0,0,0,2019_5_25_13_51_43.993,1,1,307
2019_5_25_13_15_34.617,1,0,325,2019_5_25_13_22_50.603,0,0,0,2019_5_25_13_30_10.39,0,0,0,2019_5_25_13_37_22.375,1,1,814,2019_5_25_13_44_37.244,0,0,0,2019_5_25_13_51_47.028,1,1,289
2019_5_25_13_15_37.651,1,1,299,2019_5_25_13_22_53.637,0,0,0,2019_5_25_13_30_13.424,0,0,0,2019_5_25_13_37_25.409,0,0,0,2019_5_25_13_44_40.278,0,0,0,2019_5_25_13_51_50.062,1,0,294
2019_5_25_13_15_40.685,1,0,320,2019_5_25_13_22_56.671,0,0,0,2019_5_25_13_30_16.459,0,1,0,2019_5_25_13_37_28.443,0,0,0,2019_5_25_13_44_43.312,0,0,0,2019_5_25_13_51_53.096,1,1,300
2019_5_25_13_15_43.72,1,0,302,2019_5_25_13_22_59.706,0,0,0,2019_5_25_13_30_19.493,0,0,0,2019_5_25_13_37_31.477,0,0,0,2019_5_25_13_44_46.346,0,0,0,2019_5_25_13_51_56.13,1,0,298
2019_5_25_13_15_46.754,1,0,243,2019_5_25_13_23_2.74,0,0,0,2019_5_25_13_30_22.527,0,0,0,2019_5_25_13_37_34.512,0,0,0,2019_5_25_13_44_49.381,1,1,544,2019_5_25_13_51_59.165,1,1,296
2019_5_25_13_15_49.788,1,1,337,2019_5_25_13_23_5.774,0,0,0,2019_5_25_13_30_25.561,0,0,0,2019_5_25_13_37_37.546,0,0,0,2019_5_25_13_44_52.415,0,0,0,2019_5_25_13_52_2.199,1,0,333
2019_5_25_13_15_52.823,1,0,367,2019_5_25_13_23_8.809,0,0,0,2019_5_25_13_30_28.596,0,0,0,2019_5_25_13_37_40.58,0,0,0,2019_5_25_13_44_55.449,1,1,979,2019_5_25_13_52_5.233,1,0,299
2019_5_25_13_15_55.857,1,0,301,2019_5_25_13_23_11.843,1,1,739,2019_5_25_13_30_31.63,0,0,0,2019_5_25_13_37_43.615,1,1,926,2019_5_25_13_44_58.484,0,0,0,2019_5_25_13_52_8.268,1,1,329
2019_5_25_13_15_58.891,1,0,306,2019_5_25_13_23_14.877,0,0,0,2019_5_25_13_30_34.664,0,0,0,2019_5_25_13_37_46.649,0,0,0,2019_5_25_13_45_1.518,0,0,0,2019_5_25_13_52_11.302,1,0,350
2019_5_25_13_16_1.925,1,0,424,2019_5_25_13_23_17.911,0,0,0,2019_5_25_13_30_37.698,1,0,1307,2019_5_25_13_37_49.683,1,1,602,2019_5_25_13_45_4.552,1,1,1460,2019_5_25_13_52_14.336,1,1,308
2019_5_25_13_16_4.96,1,1,334,2019_5_25_13_23_20.946,0,0,0,2019_5_25_13_30_40.733,0,0,0,2019_5_25_13_37_52.717,0,0,0,2019_5_25_13_45_7.586,1,1,1042,2019_5_25_13_52_17.37,1,0,362
2019_5_25_13_16_7.994,1,1,315,2019_5_25_13_23_23.98,0,0,0,2019_5_25_13_30_43.767,0,1,0,2019_5_25_13_37_55.752,0,0,0,2019_5_25_13_45_10.621,0,0,0,2019_5_25_13_52_20.405,1,0,336
2019_5_25_13_16_11.028,1,0,353,2019_5_25_13_23_27.014,0,0,0,2019_5_25_13_30_46.801,0,1,0,2019_5_25_13_37_58.786,0,0,0,2019_5_25_13_45_13.655,0,0,0,2019_5_25_13_52_23.439,1,0,373
2019_5_25_13_16_14.063,1,0,431,2019_5_25_13_23_30.048,0,0,0,2019_5_25_13_30_49.836,0,0,0,2019_5_25_13_38_1.82,0,0,0,2019_5_25_13_45_16.689,1,1,755,2019_5_25_13_52_26.473,1,0,267
2019_5_25_13_16_17.097,1,0,501,2019_5_25_13_23_33.083,0,0,0,2019_5_25_13_30_52.87,0,0,0,2019_5_25_13_38_4.855,0,0,0,2019_5_25_13_45_19.723,0,0,0,2019_5_25_13_52_29.507,1,1,265
2019_5_25_13_16_20.131,1,1,450,2019_5_25_13_23_36.117,1,1,1488,2019_5_25_13_30_55.904,0,0,0,2019_5_25_13_38_7.889,0,0,0,2019_5_25_13_45_22.758,0,0,0,2019_5_25_13_52_32.542,1,0,327
2019_5_25_13_16_23.165,1,0,392,2019_5_25_13_23_39.151,1,1,1094,2019_5_25_13_30_58.938,0,0,0,2019_5_25_13_38_10.923,0,0,0,2019_5_25_13_45_25.792,1,1,764,2019_5_25_13_52_35.576,1,0,300
2019_5_25_13_16_26.2,1,0,302,2019_5_25_13_23_42.186,1,1,660,2019_5_25_13_31_1.973,0,0,0,2019_5_25_13_38_13.957,0,0,0,2019_5_25_13_45_28.826,0,0,0,2019_5_25_13_52_38.61,1,0,314
2019_5_25_13_16_29.234,1,0,332,2019_5_25_13_23_45.22,1,1,497,2019_5_25_13_31_5.007,1,0,1478,2019_5_25_13_38_16.992,0,0,0,2019_5_25_13_45_31.861,0,0,0,2019_5_25_13_52_41.645,1,0,304
2019_5_25_13_16_32.268,1,0,329,2019_5_25_13_23_48.254,0,0,0,2019_5_25_13_31_8.041,0,1,0,2019_5_25_13_38_20.026,0,0,0,2019_5_25_13_45_34.895,0,0,0,2019_5_25_13_52_44.679,1,0,349
2019_5_25_13_16_35.303,1,0,455,2019_5_25_13_23_51.288,1,1,901,2019_5_25_13_31_11.076,0,0,0,2019_5_25_13_38_23.06,1,1,777,2019_5_25_13_45_37.929,1,1,1091,2019_5_25_13_52_47.713,1,0,339
2019_5_25_13_16_38.337,1,0,301,2019_5_25_13_23_54.323,0,0,0,2019_5_25_13_31_14.11,0,0,0,2019_5_25_13_38_26.095,1,1,934,2019_5_25_13_45_40.963,1,1,1129,2019_5_25_13_52_50.747,1,0,329
2019_5_25_13_16_41.371,1,1,362,2019_5_25_13_23_57.357,0,0,0,2019_5_25_13_31_17.144,0,1,0,2019_5_25_13_38_29.128,0,0,0,2019_5_25_13_45_43.998,0,0,0,2019_5_25_13_52_53.782,1,1,342
2019_5_25_13_16_44.405,1,1,368,2019_5_25_13_24_0.391,0,0,0,2019_5_25_13_31_20.178,0,0,0,2019_5_25_13_38_32.163,0,0,0,2019_5_25_13_45_47.032,1,1,1732,2019_5_25_13_52_56.816,1,0,388
2019_5_25_13_16_47.44,1,0,294,2019_5_25_13_24_3.426,0,0,0,2019_5_25_13_31_23.213,0,0,0,2019_5_25_13_38_35.197,0,0,0,2019_5_25_13_45_50.066,0,0,0,2019_5_25_13_52_59.85,1,1,426
2019_5_25_13_16_50.474,1,0,372,2019_5_25_13_24_6.46,0,0,0,2019_5_25_13_31_26.247,0,0,0,2019_5_25_13_38_38.232,0,0,0,2019_5_25_13_45_53.101,0,0,0,2019_5_25_13_53_2.885,1,0,392
2019_5_25_13_16_53.508,1,0,401,2019_5_25_13_24_9.494,1,1,975,2019_5_25_13_31_29.281,0,0,0,2019_5_25_13_38_41.266,0,0,0,2019_5_25_13_45_56.135,0,0,0,2019_5_25_13_53_5.919,1,0,325
