time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_11_26_15_28_50.217,1,0,661,2019_11_26_15_36_16.273,0,0,0,2019_11_26_15_43_43.58,0,0,0,2019_11_26_15_51_2.033,0,0,0,2019_11_26_15_58_33.591,0,0,0,2019_11_26_16_5_52.328,1,0,838
2019_11_26_15_28_53.252,1,0,618,2019_11_26_15_36_19.307,0,0,0,2019_11_26_15_43_46.614,0,0,0,2019_11_26_15_51_5.067,0,0,0,2019_11_26_15_58_36.625,0,0,0,2019_11_26_16_5_55.379,1,1,1099
2019_11_26_15_28_56.286,1,0,592,2019_11_26_15_36_22.342,0,0,0,2019_11_26_15_43_49.648,0,0,0,2019_11_26_15_51_8.102,1,1,664,2019_11_26_15_58_39.659,0,0,0,2019_11_26_16_5_58.43,1,0,512
2019_11_26_15_28_59.321,1,0,405,2019_11_26_15_36_25.376,0,0,0,2019_11_26_15_43_52.682,0,0,0,2019_11_26_15_51_11.153,0,0,0,2019_11_26_15_58_42.694,0,0,0,2019_11_26_16_6_1.481,1,0,565
2019_11_26_15_29_2.356,1,0,426,2019_11_26_15_36_28.41,1,1,548,2019_11_26_15_43_55.717,0,0,0,2019_11_26_15_51_14.187,0,0,0,2019_11_26_15_58_45.728,0,0,0,2019_11_26_16_6_4.515,1,0,347
2019_11_26_15_29_5.389,1,0,449,2019_11_26_15_36_31.461,1,0,729,2019_11_26_15_43_58.751,0,0,0,2019_11_26_15_51_17.221,0,0,0,2019_11_26_15_58_48.762,0,0,0,2019_11_26_16_6_7.566,1,0,240
2019_11_26_15_29_8.423,1,0,471,2019_11_26_15_36_34.512,0,0,0,2019_11_26_15_44_1.786,0,0,0,2019_11_26_15_51_20.256,0,0,0,2019_11_26_15_58_51.797,0,0,0,2019_11_26_16_6_10.617,1,0,437
2019_11_26_15_29_11.457,1,0,381,2019_11_26_15_36_37.547,0,0,0,2019_11_26_15_44_4.82,1,1,602,2019_11_26_15_51_23.29,0,0,0,2019_11_26_15_58_54.831,1,1,927,2019_11_26_16_6_13.668,1,0,314
2019_11_26_15_29_14.491,1,1,499,2019_11_26_15_36_40.581,1,1,665,2019_11_26_15_44_7.871,0,0,0,2019_11_26_15_51_26.324,1,1,1018,2019_11_26_15_58_57.882,0,0,0,2019_11_26_16_6_16.719,1,0,335
2019_11_26_15_29_17.526,1,0,456,2019_11_26_15_36_43.632,1,1,718,2019_11_26_15_44_10.905,1,1,565,2019_11_26_15_51_29.358,0,0,0,2019_11_26_15_59_0.916,1,1,618,2019_11_26_16_6_19.77,1,0,356
2019_11_26_15_29_20.56,1,0,430,2019_11_26_15_36_46.683,1,1,899,2019_11_26_15_44_13.956,1,1,506,2019_11_26_15_51_32.393,1,1,741,2019_11_26_15_59_3.968,0,0,0,2019_11_26_16_6_22.821,1,0,377
2019_11_26_15_29_23.594,1,0,500,2019_11_26_15_36_49.734,0,0,0,2019_11_26_15_44_17.007,0,0,0,2019_11_26_15_51_35.444,0,0,0,2019_11_26_15_59_7.001,1,1,597,2019_11_26_16_6_25.872,1,1,542
