time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_5_5_14_22_53.2,1,0,619,2020_5_5_14_30_28.844,0,0,0,2020_5_5_14_37_39.729,0,0,0,2020_5_5_14_44_51.614,0,0,0,2020_5_5_14_52_2.999,0,0,0,2020_5_5_14_59_13.185,1,0,637
2020_5_5_14_22_56.235,1,0,592,2020_5_5_14_30_31.878,0,0,0,2020_5_5_14_37_42.763,0,0,0,2020_5_5_14_44_54.649,0,0,0,2020_5_5_14_52_6.034,0,0,0,2020_5_5_14_59_16.219,1,0,403
2020_5_5_14_22_59.269,1,1,965,2020_5_5_14_30_34.912,1,1,587,2020_5_5_14_37_45.797,0,0,0,2020_5_5_14_44_57.683,0,0,0,2020_5_5_14_52_9.068,0,0,0,2020_5_5_14_59_19.253,1,0,393
2020_5_5_14_23_2.303,1,0,555,2020_5_5_14_30_37.946,1,1,785,2020_5_5_14_37_48.832,0,0,0,2020_5_5_14_45_0.717,1,0,1168,2020_5_5_14_52_12.102,0,0,0,2020_5_5_14_59_22.288,1,0,366
2020_5_5_14_23_5.339,1,0,528,2020_5_5_14_30_40.981,0,0,0,2020_5_5_14_37_51.866,1,0,1202,2020_5_5_14_45_3.751,0,0,0,2020_5_5_14_52_15.136,1,1,940,2020_5_5_14_59_25.322,1,0,324
2020_5_5_14_23_8.372,1,0,343,2020_5_5_14_30_44.015,0,0,0,2020_5_5_14_37_54.9,0,0,0,2020_5_5_14_45_6.786,1,1,971,2020_5_5_14_52_18.171,1,0,1282,2020_5_5_14_59_28.356,1,0,330
2020_5_5_14_23_11.406,1,0,460,2020_5_5_14_30_47.049,0,0,0,2020_5_5_14_37_57.934,1,0,894,2020_5_5_14_45_9.82,0,0,0,2020_5_5_14_52_21.206,1,0,936,2020_5_5_14_59_31.39,1,0,335
2020_5_5_14_23_14.44,1,1,514,2020_5_5_14_30_50.083,0,0,0,2020_5_5_14_38_0.969,1,0,1507,2020_5_5_14_45_12.854,0,0,0,2020_5_5_14_52_24.24,1,1,878,2020_5_5_14_59_34.425,1,0,341
2020_5_5_14_23_17.475,1,1,520,2020_5_5_14_30_53.118,0,0,0,2020_5_5_14_38_4.003,0,0,0,2020_5_5_14_45_15.889,1,0,716,2020_5_5_14_52_27.274,0,0,0,2020_5_5_14_59_37.459,1,0,331
2020_5_5_14_23_20.509,1,0,605,2020_5_5_14_30_56.152,0,0,0,2020_5_5_14_38_7.037,0,0,0,2020_5_5_14_45_18.923,0,0,0,2020_5_5_14_52_30.309,0,0,0,2020_5_5_14_59_40.493,1,0,385
