time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_5_27_17_49_23.743,1,0,1118,2020_5_27_17_56_41.561,0,0,0,2020_5_27_18_3_55.013,0,0,0,2020_5_27_18_11_26.453,0,0,0,2020_5_27_18_18_48.641,0,0,0,2020_5_27_18_25_59.508,1,0,741
2020_5_27_17_49_26.776,1,0,884,2020_5_27_17_56_44.595,0,0,0,2020_5_27_18_3_58.047,0,0,0,2020_5_27_18_11_29.487,0,0,0,2020_5_27_18_18_51.675,0,0,0,2020_5_27_18_26_2.542,1,1,427
2020_5_27_17_49_29.81,1,0,602,2020_5_27_17_56_47.63,0,0,0,2020_5_27_18_4_1.081,0,0,0,2020_5_27_18_11_32.522,1,1,1169,2020_5_27_18_18_54.709,0,0,0,2020_5_27_18_26_5.577,1,0,369
2020_5_27_17_49_32.845,1,0,656,2020_5_27_17_56_50.664,0,0,0,2020_5_27_18_4_4.115,0,0,0,2020_5_27_18_11_35.556,0,0,0,2020_5_27_18_18_57.743,0,0,0,2020_5_27_18_26_8.611,1,0,534
2020_5_27_17_49_35.881,1,0,596,2020_5_27_17_56_53.698,1,1,729,2020_5_27_18_4_7.15,0,0,0,2020_5_27_18_11_38.59,0,0,0,2020_5_27_18_19_0.778,0,0,0,2020_5_27_18_26_11.645,1,0,684
2020_5_27_17_49_38.913,1,0,699,2020_5_27_17_56_56.732,0,0,0,2020_5_27_18_4_10.184,0,0,0,2020_5_27_18_11_41.625,0,0,0,2020_5_27_18_19_3.812,0,0,0,2020_5_27_18_26_14.679,1,0,594
2020_5_27_17_49_41.947,1,0,641,2020_5_27_17_56_59.767,0,0,0,2020_5_27_18_4_13.218,0,0,0,2020_5_27_18_11_44.659,0,0,0,2020_5_27_18_19_6.846,0,0,0,2020_5_27_18_26_17.714,1,0,567
2020_5_27_17_49_44.981,1,0,743,2020_5_27_17_57_2.801,0,0,0,2020_5_27_18_4_16.253,1,1,830,2020_5_27_18_11_47.693,0,0,0,2020_5_27_18_19_9.881,1,1,1025,2020_5_27_18_26_20.748,1,0,317
2020_5_27_17_49_48.016,1,1,652,2020_5_27_17_57_5.835,1,1,816,2020_5_27_18_4_19.287,0,0,0,2020_5_27_18_11_50.727,1,1,979,2020_5_27_18_19_12.915,0,0,0,2020_5_27_18_26_23.782,1,0,499
2020_5_27_17_49_51.05,1,0,706,2020_5_27_17_57_8.869,1,1,422,2020_5_27_18_4_22.321,1,1,682,2020_5_27_18_11_53.762,0,0,0,2020_5_27_18_19_15.949,1,1,845,2020_5_27_18_26_26.817,1,0,361
2020_5_27_17_49_54.084,1,0,680,2020_5_27_17_57_11.904,1,1,379,2020_5_27_18_4_25.355,1,1,1856,2020_5_27_18_11_56.796,1,1,1023,2020_5_27_18_19_18.983,0,0,0,2020_5_27_18_26_29.851,1,0,398
2020_5_27_17_49_57.118,1,0,653,2020_5_27_17_57_14.938,0,0,0,2020_5_27_18_4_28.39,0,0,0,2020_5_27_18_11_59.83,0,0,0,2020_5_27_18_19_22.018,1,1,1064,2020_5_27_18_26_32.885,1,1,452
2020_5_27_17_50_0.153,1,0,531,2020_5_27_17_57_17.972,0,0,0,2020_5_27_18_4_31.424,0,0,0,2020_5_27_18_12_2.864,0,0,0,2020_5_27_18_19_25.052,0,0,0,2020_5_27_18_26_35.919,1,0,554
2020_5_27_17_50_3.187,1,0,553,2020_5_27_17_57_21.007,0,0,0,2020_5_27_18_4_34.458,0,0,0,2020_5_27_18_12_5.899,0,0,0,2020_5_27_18_19_28.086,0,0,0,2020_5_27_18_26_38.954,1,0,320
2020_5_27_17_50_6.221,1,1,398,2020_5_27_17_57_24.041,0,0,0,2020_5_27_18_4_37.492,0,0,0,2020_5_27_18_12_8.933,1,1,1093,2020_5_27_18_19_31.121,0,0,0,2020_5_27_18_26_41.988,1,0,309
2020_5_27_17_50_9.256,1,0,452,2020_5_27_17_57_27.075,0,0,0,2020_5_27_18_4_40.527,0,0,0,2020_5_27_18_12_11.967,1,1,1035,2020_5_27_18_19_34.155,0,0,0,2020_5_27_18_26_45.022,1,0,315
2020_5_27_17_50_12.29,1,0,410,2020_5_27_17_57_30.11,0,0,0,2020_5_27_18_4_43.561,1,1,866,2020_5_27_18_12_15.001,0,0,0,2020_5_27_18_19_37.189,1,1,1093,2020_5_27_18_26_48.057,1,0,417
2020_5_27_17_50_15.324,1,0,432,2020_5_27_17_57_33.144,0,0,0,2020_5_27_18_4_46.595,1,1,856,2020_5_27_18_12_18.036,1,1,1063,2020_5_27_18_19_40.223,0,0,0,2020_5_27_18_26_51.091,1,1,343
2020_5_27_17_50_18.358,1,0,453,2020_5_27_17_57_36.178,0,0,0,2020_5_27_18_4_49.63,0,0,0,2020_5_27_18_12_21.07,0,0,0,2020_5_27_18_19_43.258,1,1,976,2020_5_27_18_26_54.125,1,0,348
2020_5_27_17_50_21.393,1,0,315,2020_5_27_17_57_39.212,0,0,0,2020_5_27_18_4_52.664,0,0,0,2020_5_27_18_12_24.104,0,0,0,2020_5_27_18_19_46.292,0,0,0,2020_5_27_18_26_57.159,1,0,322
2020_5_27_17_50_24.427,1,0,401,2020_5_27_17_57_42.247,0,0,0,2020_5_27_18_4_55.698,0,0,0,2020_5_27_18_12_27.139,0,0,0,2020_5_27_18_19_49.326,0,0,0,2020_5_27_18_27_0.194,1,0,311
2020_5_27_17_50_27.461,1,0,391,2020_5_27_17_57_45.281,0,0,0,2020_5_27_18_4_58.732,1,1,798,2020_5_27_18_12_30.173,0,0,0,2020_5_27_18_19_52.361,0,0,0,2020_5_27_18_27_3.228,1,0,333
2020_5_27_17_50_30.496,1,1,428,2020_5_27_17_57_48.315,0,0,0,2020_5_27_18_5_1.767,0,0,0,2020_5_27_18_12_33.207,0,0,0,2020_5_27_18_19_55.395,0,0,0,2020_5_27_18_27_6.262,1,0,323
2020_5_27_17_50_33.53,1,0,450,2020_5_27_17_57_51.349,0,0,0,2020_5_27_18_5_4.801,0,0,0,2020_5_27_18_12_36.241,0,0,0,2020_5_27_18_19_58.429,0,0,0,2020_5_27_18_27_9.297,1,0,393
2020_5_27_17_50_36.564,1,0,360,2020_5_27_17_57_54.384,0,0,0,2020_5_27_18_5_7.835,0,0,0,2020_5_27_18_12_39.276,0,0,0,2020_5_27_18_20_1.463,0,0,0,2020_5_27_18_27_12.331,1,0,383
2020_5_27_17_50_39.598,1,1,429,2020_5_27_17_57_57.418,0,0,0,2020_5_27_18_5_10.87,0,0,0,2020_5_27_18_12_42.31,0,0,0,2020_5_27_18_20_4.498,0,0,0,2020_5_27_18_27_15.365,1,1,356
2020_5_27_17_50_42.633,1,0,339,2020_5_27_17_58_0.452,0,0,0,2020_5_27_18_5_13.904,0,0,0,2020_5_27_18_12_45.344,0,0,0,2020_5_27_18_20_7.532,1,1,990,2020_5_27_18_27_18.399,1,0,362
2020_5_27_17_50_45.667,1,0,377,2020_5_27_17_58_3.487,0,0,0,2020_5_27_18_5_16.938,0,0,0,2020_5_27_18_12_48.379,0,0,0,2020_5_27_18_20_10.566,0,0,0,2020_5_27_18_27_21.434,1,0,400
2020_5_27_17_50_48.701,1,0,351,2020_5_27_17_58_6.521,1,1,1011,2020_5_27_18_5_19.972,1,1,902,2020_5_27_18_12_51.413,0,0,0,2020_5_27_18_20_13.601,0,0,0,2020_5_27_18_27_24.468,1,1,405
2020_5_27_17_50_51.735,1,0,388,2020_5_27_17_58_9.555,0,0,0,2020_5_27_18_5_23.007,0,0,0,2020_5_27_18_12_54.447,1,1,1115,2020_5_27_18_20_16.635,0,0,0,2020_5_27_18_27_27.502,1,1,379
2020_5_27_17_50_54.77,1,1,346,2020_5_27_17_58_12.589,0,0,0,2020_5_27_18_5_26.041,0,0,0,2020_5_27_18_12_57.481,0,0,0,2020_5_27_18_20_19.669,0,0,0,2020_5_27_18_27_30.536,1,0,305
2020_5_27_17_50_57.804,1,0,448,2020_5_27_17_58_15.624,0,0,0,2020_5_27_18_5_29.075,1,1,856,2020_5_27_18_13_0.515,0,0,0,2020_5_27_18_20_22.703,0,0,0,2020_5_27_18_27_33.571,1,1,311
2020_5_27_17_51_0.838,1,0,406,2020_5_27_17_58_18.658,0,0,0,2020_5_27_18_5_32.11,0,0,0,2020_5_27_18_13_3.55,0,0,0,2020_5_27_18_20_25.738,0,0,0,2020_5_27_18_27_36.605,1,0,284
2020_5_27_17_51_3.873,1,0,427,2020_5_27_17_58_21.692,0,0,0,2020_5_27_18_5_35.144,0,0,0,2020_5_27_18_13_6.584,0,0,0,2020_5_27_18_20_28.772,0,1,0,2020_5_27_18_27_39.639,1,1,354
2020_5_27_17_51_6.907,1,1,449,2020_5_27_17_58_24.727,0,0,0,2020_5_27_18_5_38.178,0,0,0,2020_5_27_18_13_9.618,0,0,0,2020_5_27_18_20_31.806,0,0,0,2020_5_27_18_27_42.674,1,0,296
2020_5_27_17_51_9.941,1,0,406,2020_5_27_17_58_27.761,0,0,0,2020_5_27_18_5_41.213,0,0,0,2020_5_27_18_13_12.653,0,0,0,2020_5_27_18_20_34.84,0,1,0,2020_5_27_18_27_45.708,1,0,333
2020_5_27_17_51_12.975,1,0,380,2020_5_27_17_58_30.795,1,1,944,2020_5_27_18_5_44.247,0,0,0,2020_5_27_18_13_15.687,1,1,1859,2020_5_27_18_20_37.875,0,0,0,2020_5_27_18_27_48.742,1,1,339
2020_5_27_17_51_16.01,1,0,370,2020_5_27_17_58_33.829,0,0,0,2020_5_27_18_5_47.281,0,0,0,2020_5_27_18_13_18.721,0,0,0,2020_5_27_18_20_40.909,0,0,0,2020_5_27_18_27_51.776,1,0,313
