time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_11_26_13_37_43.411,1,0,1960,2019_11_26_13_45_9.75,0,0,0,2019_11_26_13_52_24.334,0,0,0,2019_11_26_14_0_16.296,0,0,0,2019_11_26_14_7_36.649,0,0,0,2019_11_26_14_14_54.635,1,0,793
2019_11_26_13_37_46.462,1,0,1228,2019_11_26_13_45_12.784,0,0,0,2019_11_26_13_52_27.368,0,0,0,2019_11_26_14_0_19.33,0,0,0,2019_11_26_14_7_39.683,0,0,0,2019_11_26_14_14_57.686,1,1,494
2019_11_26_13_37_49.514,1,0,849,2019_11_26_13_45_15.818,0,0,0,2019_11_26_13_52_30.402,0,0,0,2019_11_26_14_0_22.364,1,1,682,2019_11_26_14_7_42.717,0,0,0,2019_11_26_14_15_0.737,1,0,355
2019_11_26_13_37_52.565,1,0,1047,2019_11_26_13_45_18.852,0,0,0,2019_11_26_13_52_33.436,0,0,0,2019_11_26_14_0_25.415,0,0,0,2019_11_26_14_7_45.752,0,0,0,2019_11_26_14_15_3.787,1,0,408
2019_11_26_13_37_55.617,1,0,410,2019_11_26_13_45_21.886,1,1,619,2019_11_26_13_52_36.471,0,0,0,2019_11_26_14_0_28.45,0,0,0,2019_11_26_14_7_48.786,0,0,0,2019_11_26_14_15_6.838,1,0,301
2019_11_26_13_37_58.666,1,0,721,2019_11_26_13_45_24.938,0,0,0,2019_11_26_13_52_39.505,0,0,0,2019_11_26_14_0_31.484,0,0,0,2019_11_26_14_7_51.82,1,0,1209,2019_11_26_14_15_9.889,1,0,514
2019_11_26_13_38_1.717,1,0,518,2019_11_26_13_45_27.972,0,0,0,2019_11_26_13_52_42.539,0,0,0,2019_11_26_14_0_34.518,0,0,0,2019_11_26_14_7_54.871,0,0,0,2019_11_26_14_15_12.94,1,0,424
2019_11_26_13_38_4.768,1,0,635,2019_11_26_13_45_31.006,0,0,0,2019_11_26_13_52_45.573,1,1,1010,2019_11_26_14_0_37.553,0,0,0,2019_11_26_14_7_57.905,1,1,595,2019_11_26_14_15_15.991,1,0,525
2019_11_26_13_38_7.819,1,1,640,2019_11_26_13_45_34.04,1,1,561,2019_11_26_13_52_48.625,0,0,0,2019_11_26_14_0_40.587,1,1,1035,2019_11_26_14_8_0.956,0,0,0,2019_11_26_14_15_19.042,1,0,513
2019_11_26_13_38_10.87,1,0,645,2019_11_26_13_45_37.091,1,1,838,2019_11_26_13_52_51.659,1,1,1165,2019_11_26_14_0_43.638,0,0,0,2019_11_26_14_8_3.991,1,1,927,2019_11_26_14_15_22.093,1,0,550
2019_11_26_13_38_13.921,1,0,874,2019_11_26_13_45_40.143,1,1,571,2019_11_26_13_52_54.71,1,1,962,2019_11_26_14_0_46.672,1,1,726,2019_11_26_14_8_7.042,0,0,0,2019_11_26_14_15_25.144,1,0,476
2019_11_26_13_38_16.972,1,0,1087,2019_11_26_13_45_43.194,0,0,0,2019_11_26_13_52_57.76,0,0,0,2019_11_26_14_0_49.723,0,0,0,2019_11_26_14_8_10.076,1,1,985,2019_11_26_14_15_28.195,1,1,561
2019_11_26_13_38_20.023,1,0,772,2019_11_26_13_45_46.228,0,0,0,2019_11_26_13_53_0.795,0,0,0,2019_11_26_14_0_52.757,0,0,0,2019_11_26_14_8_13.127,1,0,1086,2019_11_26_14_15_31.246,1,0,598
2019_11_26_13_38_23.074,1,0,553,2019_11_26_13_45_49.262,0,0,0,2019_11_26_13_53_3.829,1,0,755,2019_11_26_14_0_55.791,0,0,0,2019_11_26_14_8_16.178,0,0,0,2019_11_26_14_15_34.297,1,0,635
2019_11_26_13_38_26.125,1,1,798,2019_11_26_13_45_52.296,1,0,401,2019_11_26_13_53_6.88,1,0,1176,2019_11_26_14_0_58.826,1,1,732,2019_11_26_14_8_19.212,0,0,0,2019_11_26_14_15_37.348,1,0,640
2019_11_26_13_38_29.226,1,0,1,2019_11_26_13_45_55.347,0,0,0,2019_11_26_13_53_9.931,0,0,0,2019_11_26_14_1_1.877,0,1,0,2019_11_26_14_8_22.246,1,0,1310,2019_11_26_14_15_40.399,1,0,709
2019_11_26_13_38_32.31,0,0,0,2019_11_26_13_45_58.381,0,0,0,2019_11_26_13_53_12.965,1,1,723,2019_11_26_14_1_4.911,0,0,0,2019_11_26_14_8_25.297,1,1,803,2019_11_26_14_15_43.45,1,0,698
2019_11_26_13_38_35.394,1,0,1193,2019_11_26_13_46_1.415,0,0,0,2019_11_26_13_53_16.016,1,1,1496,2019_11_26_14_1_7.945,1,1,653,2019_11_26_14_8_28.348,0,0,0,2019_11_26_14_15_46.501,1,1,591
2019_11_26_13_38_38.445,1,0,541,2019_11_26_13_46_4.45,0,0,0,2019_11_26_13_53_19.067,0,0,0,2019_11_26_14_1_10.996,0,0,0,2019_11_26_14_8_31.383,1,1,1614,2019_11_26_14_15_49.551,1,0,756
2019_11_26_13_38_41.496,1,0,323,2019_11_26_13_46_7.484,0,0,0,2019_11_26_13_53_22.101,0,0,0,2019_11_26_14_1_14.03,0,0,0,2019_11_26_14_8_34.434,0,0,0,2019_11_26_14_15_52.602,1,0,441
2019_11_26_13_38_44.548,1,0,344,2019_11_26_13_46_10.518,1,0,483,2019_11_26_13_53_25.136,0,0,0,2019_11_26_14_1_17.065,0,0,0,2019_11_26_14_8_37.468,0,0,0,2019_11_26_14_15_55.653,1,0,430
2019_11_26_13_38_47.598,1,0,541,2019_11_26_13_46_13.569,0,0,0,2019_11_26_13_53_28.17,1,1,1870,2019_11_26_14_1_20.099,0,0,0,2019_11_26_14_8_40.502,0,0,0,2019_11_26_14_15_58.704,1,0,643
2019_11_26_13_38_50.649,1,1,514,2019_11_26_13_46_16.603,0,0,0,2019_11_26_13_53_31.221,0,0,0,2019_11_26_14_1_23.133,0,0,0,2019_11_26_14_8_43.536,0,0,0,2019_11_26_14_16_1.755,1,0,520
2019_11_26_13_38_53.7,1,0,583,2019_11_26_13_46_19.638,0,0,0,2019_11_26_13_53_34.255,1,0,888,2019_11_26_14_1_26.168,0,0,0,2019_11_26_14_8_46.571,1,0,826,2019_11_26_14_16_4.806,1,0,621
2019_11_26_13_38_56.751,1,0,461,2019_11_26_13_46_22.672,1,0,585,2019_11_26_13_53_37.307,0,0,0,2019_11_26_14_1_29.202,0,0,0,2019_11_26_14_8_49.621,0,0,0,2019_11_26_14_16_7.857,1,0,594
2019_11_26_13_38_59.802,1,1,433,2019_11_26_13_46_25.723,0,0,0,2019_11_26_13_53_40.34,0,0,0,2019_11_26_14_1_32.236,0,0,0,2019_11_26_14_8_52.656,0,0,0,2019_11_26_14_16_10.908,1,1,615
