time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_7_31_16_2_5.452,1,0,840,2020_7_31_16_9_19.204,0,0,0,2020_7_31_16_16_45.944,0,0,0,2020_7_31_16_24_18.351,0,0,0,2020_7_31_16_31_41.073,0,0,0,2020_7_31_16_38_54.208,1,0,867
2020_7_31_16_2_8.52,1,0,860,2020_7_31_16_9_22.239,0,0,0,2020_7_31_16_16_48.978,0,0,0,2020_7_31_16_24_21.385,0,0,0,2020_7_31_16_31_44.107,0,0,0,2020_7_31_16_38_57.242,1,0,521
2020_7_31_16_2_11.588,1,1,672,2020_7_31_16_9_25.273,1,1,779,2020_7_31_16_16_52.012,0,0,0,2020_7_31_16_24_24.42,0,0,0,2020_7_31_16_31_47.142,0,0,0,2020_7_31_16_39_0.277,1,1,302
2020_7_31_16_2_14.655,1,0,708,2020_7_31_16_9_28.307,0,0,0,2020_7_31_16_16_55.047,1,1,813,2020_7_31_16_24_27.454,0,0,0,2020_7_31_16_31_50.176,0,0,0,2020_7_31_16_39_3.311,1,0,356
2020_7_31_16_2_17.723,1,0,873,2020_7_31_16_9_31.341,0,0,0,2020_7_31_16_16_58.081,0,0,0,2020_7_31_16_24_30.489,1,0,1258,2020_7_31_16_31_53.21,0,0,0,2020_7_31_16_39_6.345,1,0,282
2020_7_31_16_2_20.757,1,0,783,2020_7_31_16_9_34.376,0,0,0,2020_7_31_16_17_1.115,0,0,0,2020_7_31_16_24_33.54,0,0,0,2020_7_31_16_31_56.244,1,1,799,2020_7_31_16_39_9.38,1,0,255
2020_7_31_16_2_23.791,1,0,692,2020_7_31_16_9_37.41,1,1,610,2020_7_31_16_17_4.149,0,0,0,2020_7_31_16_24_36.574,0,1,0,2020_7_31_16_31_59.279,0,0,0,2020_7_31_16_39_12.414,1,0,325
2020_7_31_16_2_26.826,1,0,346,2020_7_31_16_9_40.444,0,0,0,2020_7_31_16_17_7.184,0,0,0,2020_7_31_16_24_39.608,0,0,0,2020_7_31_16_32_2.313,0,0,0,2020_7_31_16_39_15.448,1,0,395
2020_7_31_16_2_29.86,1,0,304,2020_7_31_16_9_43.479,1,1,477,2020_7_31_16_17_10.218,0,0,0,2020_7_31_16_24_42.642,0,0,0,2020_7_31_16_32_5.347,0,0,0,2020_7_31_16_39_18.482,1,0,337
2020_7_31_16_2_32.894,1,0,230,2020_7_31_16_9_46.513,1,1,931,2020_7_31_16_17_13.252,0,0,0,2020_7_31_16_24_45.677,0,0,0,2020_7_31_16_32_8.381,0,0,0,2020_7_31_16_39_21.517,1,1,246
2020_7_31_16_2_35.928,1,1,139,2020_7_31_16_9_49.547,0,0,0,2020_7_31_16_17_16.286,0,0,0,2020_7_31_16_24_48.711,0,0,0,2020_7_31_16_32_11.416,1,1,619,2020_7_31_16_39_24.551,1,0,252
2020_7_31_16_2_38.963,1,1,321,2020_7_31_16_9_52.581,0,0,0,2020_7_31_16_17_19.321,0,0,0,2020_7_31_16_24_51.745,1,1,898,2020_7_31_16_32_14.45,0,0,0,2020_7_31_16_39_27.585,1,0,258
2020_7_31_16_2_41.997,1,0,295,2020_7_31_16_9_55.616,0,0,0,2020_7_31_16_17_22.355,0,0,0,2020_7_31_16_24_54.78,0,0,0,2020_7_31_16_32_17.484,0,0,0,2020_7_31_16_39_30.62,1,0,295
2020_7_31_16_2_45.031,1,0,284,2020_7_31_16_9_58.65,0,0,0,2020_7_31_16_17_25.389,0,0,0,2020_7_31_16_24_57.814,0,0,0,2020_7_31_16_32_20.519,0,0,0,2020_7_31_16_39_33.654,1,0,269
2020_7_31_16_2_48.066,1,0,274,2020_7_31_16_10_1.684,0,0,0,2020_7_31_16_17_28.424,0,0,0,2020_7_31_16_25_0.848,0,0,0,2020_7_31_16_32_23.553,1,1,802,2020_7_31_16_39_36.688,1,1,227
2020_7_31_16_2_51.1,1,0,248,2020_7_31_16_10_4.718,0,0,0,2020_7_31_16_17_31.458,1,1,961,2020_7_31_16_25_3.882,0,0,0,2020_7_31_16_32_26.587,1,1,1400,2020_7_31_16_39_39.723,1,0,233
2020_7_31_16_2_54.134,1,0,462,2020_7_31_16_10_7.753,0,0,0,2020_7_31_16_17_34.492,0,0,0,2020_7_31_16_25_6.917,0,0,0,2020_7_31_16_32_29.622,0,0,0,2020_7_31_16_39_42.757,1,0,238
2020_7_31_16_2_57.168,1,0,275,2020_7_31_16_10_10.787,1,1,1137,2020_7_31_16_17_37.526,0,0,0,2020_7_31_16_25_9.951,0,0,0,2020_7_31_16_32_32.656,0,0,0,2020_7_31_16_39_45.791,1,1,228
2020_7_31_16_3_0.203,1,0,313,2020_7_31_16_10_13.821,0,0,0,2020_7_31_16_17_40.561,0,0,0,2020_7_31_16_25_12.985,0,0,0,2020_7_31_16_32_35.69,0,0,0,2020_7_31_16_39_48.825,1,0,250
2020_7_31_16_3_3.237,1,1,287,2020_7_31_16_10_16.856,0,0,0,2020_7_31_16_17_43.595,1,0,1512,2020_7_31_16_25_16.019,1,1,1088,2020_7_31_16_32_38.725,0,0,0,2020_7_31_16_39_51.86,1,0,255
2020_7_31_16_3_6.271,1,0,261,2020_7_31_16_10_19.89,0,0,0,2020_7_31_16_17_46.629,0,0,0,2020_7_31_16_25_19.054,1,1,1654,2020_7_31_16_32_41.759,0,0,0,2020_7_31_16_39_54.927,1,0,0
2020_7_31_16_3_9.306,1,1,266,2020_7_31_16_10_22.924,0,1,0,2020_7_31_16_17_49.664,0,1,0,2020_7_31_16_25_22.088,0,0,0,2020_7_31_16_32_44.793,0,0,0,2020_7_31_16_39_57.961,1,1,282
2020_7_31_16_3_12.34,1,0,224,2020_7_31_16_10_25.958,0,0,0,2020_7_31_16_17_52.698,0,1,0,2020_7_31_16_25_25.122,0,0,0,2020_7_31_16_32_47.827,0,0,0,2020_7_31_16_40_0.996,1,1,399
2020_7_31_16_3_15.374,1,1,262,2020_7_31_16_10_28.993,0,0,0,2020_7_31_16_17_55.732,1,1,1007,2020_7_31_16_25_28.157,0,0,0,2020_7_31_16_32_50.861,1,1,949,2020_7_31_16_40_4.03,1,0,325
2020_7_31_16_3_18.408,1,0,251,2020_7_31_16_10_32.027,0,0,0,2020_7_31_16_17_58.766,1,1,693,2020_7_31_16_25_31.191,1,1,1180,2020_7_31_16_32_53.896,1,1,1019,2020_7_31_16_40_7.064,1,0,283
2020_7_31_16_3_21.443,1,1,273,2020_7_31_16_10_35.061,1,1,894,2020_7_31_16_18_1.801,0,0,0,2020_7_31_16_25_34.225,1,1,914,2020_7_31_16_32_56.93,0,0,0,2020_7_31_16_40_10.099,1,0,256
2020_7_31_16_3_24.477,1,0,247,2020_7_31_16_10_38.096,0,0,0,2020_7_31_16_18_4.835,0,0,0,2020_7_31_16_25_37.259,0,0,0,2020_7_31_16_32_59.964,0,0,0,2020_7_31_16_40_13.133,1,0,262
