time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_5_28_14_44_5.879,1,0,456,2019_5_28_14_51_19.781,0,0,0,2019_5_28_14_58_36.967,0,0,0,2019_5_28_15_5_51.82,0,0,0,2019_5_28_15_13_12.507,0,0,0,2019_5_28_15_20_23.241,1,0,580
2019_5_28_14_44_8.93,1,0,269,2019_5_28_14_51_22.815,0,0,0,2019_5_28_14_58_40.002,0,0,0,2019_5_28_15_5_54.854,0,0,0,2019_5_28_15_13_15.541,0,0,0,2019_5_28_15_20_26.292,1,1,385
2019_5_28_14_44_11.964,1,0,243,2019_5_28_14_51_25.85,0,0,0,2019_5_28_14_58_43.036,0,0,0,2019_5_28_15_5_57.888,1,1,382,2019_5_28_15_13_18.576,0,0,0,2019_5_28_15_20_29.343,1,0,302
2019_5_28_14_44_14.999,1,0,264,2019_5_28_14_51_28.884,0,0,0,2019_5_28_14_58_46.07,0,0,0,2019_5_28_15_6_0.939,0,0,0,2019_5_28_15_13_21.61,0,0,0,2019_5_28_15_20_32.394,1,0,219
2019_5_28_14_44_18.035,1,0,237,2019_5_28_14_51_31.918,1,1,432,2019_5_28_14_58_49.105,0,0,0,2019_5_28_15_6_3.974,0,0,0,2019_5_28_15_13_24.644,0,0,0,2019_5_28_15_20_35.445,1,0,224
2019_5_28_14_44_21.084,1,0,51,2019_5_28_14_51_34.969,0,0,0,2019_5_28_14_58_52.139,0,0,0,2019_5_28_15_6_7.008,0,0,0,2019_5_28_15_13_27.679,0,0,0,2019_5_28_15_20_38.496,1,0,206
2019_5_28_14_44_24.118,1,0,169,2019_5_28_14_51_38.004,0,0,0,2019_5_28_14_58_55.173,0,0,0,2019_5_28_15_6_10.042,0,0,0,2019_5_28_15_13_30.713,0,0,0,2019_5_28_15_20_41.547,1,0,250
2019_5_28_14_44_27.153,1,0,158,2019_5_28_14_51_41.038,0,0,0,2019_5_28_14_58_58.207,1,1,775,2019_5_28_15_6_13.076,0,0,0,2019_5_28_15_13_33.747,1,1,499,2019_5_28_15_20_44.598,1,0,263
2019_5_28_14_44_30.187,1,1,260,2019_5_28_14_51_44.072,1,1,319,2019_5_28_14_59_1.258,0,0,0,2019_5_28_15_6_16.111,1,1,415,2019_5_28_15_13_36.798,0,0,0,2019_5_28_15_20_47.649,1,0,229
2019_5_28_14_44_33.221,1,0,242,2019_5_28_14_51_47.123,1,1,340,2019_5_28_14_59_4.293,1,1,442,2019_5_28_15_6_19.162,0,0,0,2019_5_28_15_13_39.832,1,1,437,2019_5_28_15_20_50.7,1,0,130
