time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_11_27_15_56_33.65,1,0,476,2019_11_27_16_4_8.726,0,0,0,2019_11_27_16_11_19.428,0,0,0,2019_11_27_16_18_40.75,0,0,0,2019_11_27_16_25_51.352,0,0,0,2019_11_27_16_33_2.203,1,0,309
2019_11_27_15_56_36.684,1,0,497,2019_11_27_16_4_11.761,0,0,0,2019_11_27_16_11_22.462,0,0,0,2019_11_27_16_18_43.784,0,0,0,2019_11_27_16_25_54.386,0,0,0,2019_11_27_16_33_5.238,1,0,315
2019_11_27_15_56_39.719,1,1,263,2019_11_27_16_4_14.795,1,1,500,2019_11_27_16_11_25.497,0,0,0,2019_11_27_16_18_46.818,1,0,477,2019_11_27_16_25_57.42,0,0,0,2019_11_27_16_33_8.272,1,0,257
2019_11_27_15_56_42.754,1,0,221,2019_11_27_16_4_17.829,1,1,569,2019_11_27_16_11_28.531,0,0,0,2019_11_27_16_18_49.853,1,0,659,2019_11_27_16_26_0.454,0,0,0,2019_11_27_16_33_11.306,1,0,150
2019_11_27_15_56_45.789,1,0,241,2019_11_27_16_4_20.863,0,0,0,2019_11_27_16_11_31.565,0,0,0,2019_11_27_16_18_52.887,0,0,0,2019_11_27_16_26_3.489,1,1,1023,2019_11_27_16_33_14.341,1,0,124
2019_11_27_15_56_48.822,1,0,232,2019_11_27_16_4_23.898,0,0,0,2019_11_27_16_11_34.599,0,0,0,2019_11_27_16_18_55.921,1,1,479,2019_11_27_16_26_6.523,1,0,1269,2019_11_27_16_33_17.375,1,0,242
2019_11_27_15_56_51.856,1,0,302,2019_11_27_16_4_26.932,0,0,0,2019_11_27_16_11_37.634,1,0,685,2019_11_27_16_18_58.956,0,0,0,2019_11_27_16_26_9.557,1,0,907,2019_11_27_16_33_20.409,1,0,232
2019_11_27_15_56_54.89,1,1,228,2019_11_27_16_4_29.966,0,0,0,2019_11_27_16_11_40.668,0,0,0,2019_11_27_16_19_1.99,0,0,0,2019_11_27_16_26_12.592,1,1,704,2019_11_27_16_33_23.443,1,0,205
2019_11_27_15_56_57.924,1,1,249,2019_11_27_16_4_33.001,0,0,0,2019_11_27_16_11_43.702,0,0,0,2019_11_27_16_19_5.024,1,0,1088,2019_11_27_16_26_15.626,0,0,0,2019_11_27_16_33_26.478,1,0,4
2019_11_27_15_57_0.958,1,0,175,2019_11_27_16_4_36.035,0,0,0,2019_11_27_16_11_46.737,0,0,0,2019_11_27_16_19_8.058,0,0,0,2019_11_27_16_26_18.66,0,0,0,2019_11_27_16_33_29.512,1,0,137
2019_11_27_15_57_3.993,1,0,261,2019_11_27_16_4_39.069,1,1,625,2019_11_27_16_11_49.771,0,0,0,2019_11_27_16_19_11.093,1,1,987,2019_11_27_16_26_21.694,0,0,0,2019_11_27_16_33_32.546,1,0,318
2019_11_27_15_57_7.027,1,0,347,2019_11_27_16_4_42.103,1,0,695,2019_11_27_16_11_52.805,0,0,0,2019_11_27_16_19_14.127,1,1,769,2019_11_27_16_26_24.729,1,1,680,2019_11_27_16_33_35.581,1,1,260
2019_11_27_15_57_10.062,1,0,336,2019_11_27_16_4_45.137,1,1,589,2019_11_27_16_11_55.84,1,1,896,2019_11_27_16_19_17.161,0,0,0,2019_11_27_16_26_27.763,0,0,0,2019_11_27_16_33_38.615,1,0,186
2019_11_27_15_57_13.096,1,1,54,2019_11_27_16_4_48.171,0,0,0,2019_11_27_16_11_58.874,1,1,677,2019_11_27_16_19_20.196,1,1,1020,2019_11_27_16_26_30.798,1,1,851,2019_11_27_16_33_41.649,1,0,256
2019_11_27_15_57_16.13,1,0,252,2019_11_27_16_4_51.206,0,0,0,2019_11_27_16_12_1.908,0,0,0,2019_11_27_16_19_23.23,0,0,0,2019_11_27_16_26_33.832,1,0,1145,2019_11_27_16_33_44.684,1,0,245
2019_11_27_15_57_19.164,1,0,306,2019_11_27_16_4_54.24,0,0,0,2019_11_27_16_12_4.942,0,0,0,2019_11_27_16_19_26.264,1,1,728,2019_11_27_16_26_36.866,0,0,0,2019_11_27_16_33_47.718,1,1,331
2019_11_27_15_57_22.199,1,0,71,2019_11_27_16_4_57.275,0,0,0,2019_11_27_16_12_7.977,1,1,599,2019_11_27_16_19_29.298,0,0,0,2019_11_27_16_26_39.9,1,1,692,2019_11_27_16_33_50.752,1,0,321
2019_11_27_15_57_25.233,1,1,285,2019_11_27_16_5_0.309,0,0,0,2019_11_27_16_12_11.011,0,0,0,2019_11_27_16_19_32.333,0,0,0,2019_11_27_16_26_42.934,0,0,0,2019_11_27_16_33_53.786,1,1,551
2019_11_27_15_57_28.267,1,0,227,2019_11_27_16_5_3.343,1,1,495,2019_11_27_16_12_14.045,0,0,0,2019_11_27_16_19_35.367,1,1,649,2019_11_27_16_26_45.969,1,0,943,2019_11_27_16_33_56.821,1,0,284
2019_11_27_15_57_31.302,1,0,345,2019_11_27_16_5_6.378,0,0,0,2019_11_27_16_12_17.079,0,0,0,2019_11_27_16_19_38.401,0,0,0,2019_11_27_16_26_49.003,0,0,0,2019_11_27_16_33_59.855,1,0,258
2019_11_27_15_57_34.336,1,0,382,2019_11_27_16_5_9.412,1,1,763,2019_11_27_16_12_20.114,0,0,0,2019_11_27_16_19_41.436,1,0,628,2019_11_27_16_26_52.037,0,0,0,2019_11_27_16_34_2.889,1,1,279
2019_11_27_15_57_37.37,1,0,388,2019_11_27_16_5_12.446,1,0,576,2019_11_27_16_12_23.148,1,0,595,2019_11_27_16_19_44.47,0,0,0,2019_11_27_16_26_55.071,0,0,0,2019_11_27_16_34_5.923,1,1,253
2019_11_27_15_57_40.404,1,1,378,2019_11_27_16_5_15.48,0,0,0,2019_11_27_16_12_26.182,1,1,569,2019_11_27_16_19_47.504,0,0,0,2019_11_27_16_26_58.106,0,0,0,2019_11_27_16_34_8.958,1,0,259
2019_11_27_15_57_43.439,1,0,239,2019_11_27_16_5_18.515,1,1,508,2019_11_27_16_12_29.217,1,1,991,2019_11_27_16_19_50.538,1,0,677,2019_11_27_16_27_1.14,1,1,764,2019_11_27_16_34_11.992,1,0,281
2019_11_27_15_57_46.473,1,0,309,2019_11_27_16_5_21.549,0,0,0,2019_11_27_16_12_32.251,1,1,660,2019_11_27_16_19_53.573,1,1,523,2019_11_27_16_27_4.174,0,0,0,2019_11_27_16_34_15.026,1,1,271
2019_11_27_15_57_49.507,1,0,251,2019_11_27_16_5_24.583,0,0,0,2019_11_27_16_12_35.285,0,0,0,2019_11_27_16_19_56.607,0,0,0,2019_11_27_16_27_7.209,1,0,1064,2019_11_27_16_34_18.061,1,0,228
2019_11_27_15_57_52.542,1,0,304,2019_11_27_16_5_27.618,1,0,621,2019_11_27_16_12_38.319,0,0,0,2019_11_27_16_19_59.641,0,0,0,2019_11_27_16_27_10.243,0,0,0,2019_11_27_16_34_21.095,1,0,250
2019_11_27_15_57_55.576,1,0,278,2019_11_27_16_5_30.652,0,0,0,2019_11_27_16_12_41.354,0,0,0,2019_11_27_16_20_2.676,0,0,0,2019_11_27_16_27_13.277,0,0,0,2019_11_27_16_34_24.129,1,0,144
2019_11_27_15_57_58.61,1,0,284,2019_11_27_16_5_33.686,1,0,536,2019_11_27_16_12_44.388,0,0,0,2019_11_27_16_20_5.71,0,0,0,2019_11_27_16_27_16.312,0,0,0,2019_11_27_16_34_27.163,1,0,245
2019_11_27_15_58_1.644,1,1,370,2019_11_27_16_5_36.72,1,1,494,2019_11_27_16_12_47.422,0,0,0,2019_11_27_16_20_8.744,0,0,0,2019_11_27_16_27_19.346,1,0,671,2019_11_27_16_34_30.198,1,0,283
2019_11_27_15_58_4.679,1,0,279,2019_11_27_16_5_39.755,0,0,0,2019_11_27_16_12_50.457,0,0,0,2019_11_27_16_20_11.778,1,1,749,2019_11_27_16_27_22.38,1,1,1156,2019_11_27_16_34_33.232,1,0,257
2019_11_27_15_58_7.713,1,0,285,2019_11_27_16_5_42.789,0,0,0,2019_11_27_16_12_53.491,0,0,0,2019_11_27_16_20_14.813,0,0,0,2019_11_27_16_27_25.414,1,1,1370,2019_11_27_16_34_36.266,1,1,262
2019_11_27_15_58_10.747,1,0,371,2019_11_27_16_5_45.823,1,1,655,2019_11_27_16_12_56.525,1,1,642,2019_11_27_16_20_17.847,0,0,0,2019_11_27_16_27_28.449,0,0,0,2019_11_27_16_34_39.301,1,0,252
2019_11_27_15_58_13.782,1,0,361,2019_11_27_16_5_48.858,0,0,0,2019_11_27_16_12_59.559,1,1,568,2019_11_27_16_20_20.881,0,0,0,2019_11_27_16_27_31.483,0,0,0,2019_11_27_16_34_42.335,1,0,210
2019_11_27_15_58_16.816,1,0,270,2019_11_27_16_5_51.892,0,0,0,2019_11_27_16_13_2.594,0,0,0,2019_11_27_16_20_23.916,0,0,0,2019_11_27_16_27_34.517,1,1,955,2019_11_27_16_34_45.369,1,1,296
2019_11_27_15_58_19.85,1,1,132,2019_11_27_16_5_54.926,1,1,545,2019_11_27_16_13_5.628,1,1,595,2019_11_27_16_20_26.95,0,0,0,2019_11_27_16_27_37.552,0,0,0,2019_11_27_16_34_48.403,1,1,205
2019_11_27_15_58_22.884,1,0,282,2019_11_27_16_5_57.96,0,0,0,2019_11_27_16_13_8.662,1,0,953,2019_11_27_16_20_29.984,1,1,544,2019_11_27_16_27_40.586,0,0,0,2019_11_27_16_34_51.438,1,0,259
2019_11_27_15_58_25.919,1,0,287,2019_11_27_16_6_0.995,1,0,684,2019_11_27_16_13_11.697,1,1,1103,2019_11_27_16_20_33.019,0,0,0,2019_11_27_16_27_43.62,1,0,812,2019_11_27_16_34_54.472,1,0,265
2019_11_27_15_58_28.953,1,0,309,2019_11_27_16_6_4.029,1,1,482,2019_11_27_16_13_14.731,0,0,0,2019_11_27_16_20_36.053,1,1,475,2019_11_27_16_27_46.654,1,1,978,2019_11_27_16_34_57.507,1,0,238
2019_11_27_15_58_31.987,1,1,331,2019_11_27_16_6_7.063,0,0,0,2019_11_27_16_13_17.765,0,0,0,2019_11_27_16_20_39.087,1,0,657,2019_11_27_16_27_49.688,0,0,0,2019_11_27_16_35_0.54,1,0,244
2019_11_27_15_58_35.022,1,0,305,2019_11_27_16_6_10.098,0,0,0,2019_11_27_16_13_20.799,0,0,0,2019_11_27_16_20_42.121,0,0,0,2019_11_27_16_27_52.723,0,0,0,2019_11_27_16_35_3.575,1,0,202
2019_11_27_15_58_38.056,1,0,374,2019_11_27_16_6_13.132,1,0,579,2019_11_27_16_13_23.834,0,0,0,2019_11_27_16_20_45.156,0,0,0,2019_11_27_16_27_55.757,1,1,883,2019_11_27_16_35_6.609,1,1,256
2019_11_27_15_58_41.09,1,1,316,2019_11_27_16_6_16.166,0,0,0,2019_11_27_16_13_26.868,0,0,0,2019_11_27_16_20_48.19,0,0,0,2019_11_27_16_27_58.792,1,1,1529,2019_11_27_16_35_9.677,1,0,0
